"lakeid","year4","daynum","sampledate","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass"
"L",2019,176,2019-06-25,"Holopedium gibberum",189.402386117137,0.288742,0.140803947451618,0.181128487363636,2679.49564301707,14793.3419089272,0.00208296093677841
"L",2019,176,2019-06-25,"Daphnia",20.6279826464208,1.32272533333333,6.23412980101392,0.1437983365,291.826258150374,2029.41331070526,0.012651625998842
"L",2019,176,2019-06-25,"Nauplii",294.417570498915,0.158113333333333,0.292241988934911,0.184969965304348,4165.1565936008,22518.0157586529,0.00658070971217639
"R",2019,182,2019-07-01,"Cyclopoid",526.159459459459,0.436016666666667,0.270042303491788,0.247252532666667,7443.63367355846,30105.3889854127,0.00812972858913713
"R",2019,182,2019-07-01,"Calanoid",9.04054054054054,0.656873333333333,0.498062270385795,0.168478539375,127.897485799974,759.132209208551,0.000378095111641395
"R",2019,182,2019-07-01,"Mesocyclops edax",47.0108108108108,0.96271,1.76900933435636,0.231808059111111,665.066926159862,2869.04143328805,0.0050753610761417
"R",2019,182,2019-07-01,"Holopedium gibberum",47.0108108108108,0.130049333333333,0.0248553373112318,0.157585475384615,665.066926159862,4220.35675900111,0.00010489839081871
"R",2019,182,2019-07-01,"Daphnia",3.61621621621622,0.828375,1.24202419202326,0.17723005627381,51.1589943199894,288.658681239438,0.000358521065336913
"R",2019,182,2019-07-01,"Nauplii",1144.53243243243,0.156980666666667,0.291694746897732,0.143749885772727,16191.8217022767,112638.849173602,0.0328561606005456
"L",2019,183,2019-07-02,"Cyclopoid",46.0316248636859,0.431426,0.264092925702456,0.221882997777778,651.214278720659,2934.94447633553,0.000775098073529712
"L",2019,183,2019-07-02,"Calanoid",1.77044711014177,0.758308571428571,0.701061520301631,0.119340016222222,25.0467030277176,209.876819365253,0.000147136562060275
"L",2019,183,2019-07-02,"Mesocyclops edax",1.77044711014177,1.01638666666667,2.40433445229577,0.169252581333333,25.0467030277176,147.984171528762,0.000355803442001049
"L",2019,183,2019-07-02,"Holopedium gibberum",99.1450381679389,0.267056,0.109033319316212,0.181128487363636,1402.61536955219,7743.75908487702,0.00084432775700921
"L",2019,183,2019-07-02,"Daphnia",30.09760087241,1.37921307692308,5.97441624003575,0.1437983365,425.7939514712,2961.04921541425,0.017690540520116
"L",2019,183,2019-07-02,"Nauplii",408.973282442748,0.185171333333333,0.313978733789704,0.184969965304348,5785.78839940277,31279.6101241782,0.00982113238022507
"R",2019,189,2019-07-08,"Cyclopoid",667.917391304348,0.475683333333333,0.361638449526279,0.247252532666667,9449.09816916717,38216.3857625918,0.0138205144936819
"R",2019,189,2019-07-08,"Calanoid",37.545652173913,0.814761428571429,0.815273862547483,0.168478539375,531.162323118865,3152.70019012096,0.0025703140614541
"R",2019,189,2019-07-08,"Mesocyclops edax",90.9,1.19730181818182,3.62456364680676,0.231808059111111,1285.97194018251,5547.57218154403,0.020107528457261
"R",2019,189,2019-07-08,"Holopedium gibberum",73.1152173913044,0.248154666666667,0.095519761345857,0.157585475384615,1034.36873449463,6563.85832495078,0.000626978180707315
"R",2019,189,2019-07-08,"Daphnia",152.158695652174,1.139952,3.54682793729311,0.17723005627381,2152.60520421856,12145.8247516037,0.0430791505504541
"R",2019,189,2019-07-08,"Nauplii",1156.01086956522,0.153767333333333,0.288757028617627,0.143749885772727,16354.2083697124,113768.496453409,0.0328514529861814
"L",2019,190,2019-07-09,"Cyclopoid",207.3,0.398790666666667,0.227770046091301,0.221882997777778,2932.69508470666,13217.3042282574,0.00301050599327294
"L",2019,190,2019-07-09,"Calanoid",37.3513513513514,0.848174,0.95367621517143,0.119340016222222,528.413528775974,4427.79836557103,0.00422268598682002
"L",2019,190,2019-07-09,"Mesocyclops edax",42.9540540540541,1.124257,3.13995802382888,0.169252581333333,607.675558092371,3590.34735721749,0.0112735399926279
"L",2019,190,2019-07-09,"Holopedium gibberum",343.632432432432,0.294917333333333,0.135891139704333,0.181128487363636,4861.40446473896,26839.5354894073,0.00364725506679046
"L",2019,190,2019-07-09,"Daphnia",108.318918918919,1.15481933333333,3.86057070694433,0.1437983365,1532.39923345033,10656.58526203,0.0411405008986476
"L",2019,190,2019-07-09,"Nauplii",707.808108108108,0.181296,0.31211148202262,0.184969965304348,10013.4363703047,54135.4719606975,0.0168963023836473
"R",2019,196,2019-07-15,"Cyclopoid",1027.64002145923,0.456832666666667,0.29887058462663,0.247252532666667,14538.1323674931,58798.7197166254,0.0175732077370052
"R",2019,196,2019-07-15,"Calanoid",32.1807939914163,0.806224666666667,0.795467480416365,0.168478539375,455.265105453855,2702.21422350134,0.00214952353991387
"R",2019,196,2019-07-15,"Mesocyclops edax",81.524678111588,1.02677666666667,2.1764529721284,0.231808059111111,1153.33826714977,4975.40194060701,0.0108287283411675
"R",2019,196,2019-07-15,"Holopedium gibberum",90.1062231759657,0.219595333333333,0.0752075954317293,0.157585475384615,1274.74229527079,8089.21185254899,0.000608370172368054
"R",2019,196,2019-07-15,"Daphnia",154.467811158798,1.24808066666667,4.32681954398023,0.17723005627381,2185.2725061785,12330.1462072685,0.0533503175897432
"R",2019,196,2019-07-15,"Nauplii",1119.89163090129,0.153878,0.288167396250867,0.143749885772727,15843.2256697942,110213.831368484,0.0317600328162882
"L",2019,197,2019-07-16,"Cyclopoid",226.419006479482,0.417706,0.260880650192707,0.221882997777778,3203.17369699248,14436.3188215104,0.00376615624054484
"L",2019,197,2019-07-16,"Calanoid",19.5939524838013,0.893568,1.16657977276848,0.119340016222222,277.197723778195,2322.75587479415,0.00270968002061401
"L",2019,197,2019-07-16,"Mesocyclops edax",28.3023758099352,1.255674,4.33947377457325,0.169252581333333,400.39671212406,2365.67566042318,0.0102657874875526
"L",2019,197,2019-07-16,"Holopedium gibberum",156.75161987041,0.298621333333333,0.149641918375778,0.181128487363636,2217.58179022556,12243.1419955135,0.00183208725515569
"L",2019,197,2019-07-16,"Daphnia",97.9697624190065,1.059534,3.12980555515057,0.1437983365,1385.98861889098,9638.41900139767,0.0301663773334432
"L",2019,197,2019-07-16,"Nauplii",888.259179265659,0.170436666666667,0.303069492878807,0.184969965304348,12566.2968112782,67936.9582548264,0.0205896194860189
"R",2019,203,2019-07-22,"Cyclopoid",658.408096280088,0.409853333333333,0.226806133944476,0.247252532666667,9314.56916397338,37672.2902027087,0.00854430649771073
"R",2019,203,2019-07-22,"Calanoid",15.3118161925602,0.781721333333333,0.721149051603257,0.168478539375,216.617887534265,1285.72985222834,0.00092720286355246
"R",2019,203,2019-07-22,"Mesocyclops edax",34.0262582056893,1.07772,2.67474719090608,0.231808059111111,481.373083409477,2076.60201830491,0.00555438541509095
"R",2019,203,2019-07-22,"Holopedium gibberum",17.0131291028446,0.175624166666667,0.0438575809738503,0.157585475384615,240.686541704738,1527.3396302375,6.69854215077118e-05
"R",2019,203,2019-07-22,"Daphnia",197.352297592998,1.452002,5.70766862250027,0.17723005627381,2791.96388377497,15753.3318133215,0.0899147976907302
"R",2019,203,2019-07-22,"Nauplii",1056.51531728665,0.139842666666667,0.276089311023751,0.143749885772727,14946.6342398643,103976.668638856,0.0287068468070466
"L",2019,204,2019-07-23,"Cyclopoid",265.066666666666,0.456335333333333,0.317447477954272,0.221882997777778,3749.92624434593,16900.4668311791,0.00536501057180765
"L",2019,204,2019-07-23,"Calanoid",20.5333333333333,0.809205,0.783940786063378,0.119340016222222,290.487244280318,2434.11433545815,0.0019082015055072
"L",2019,204,2019-07-23,"Mesocyclops edax",69.0666666666666,1.21121133333333,3.9499605655699,0.169252581333333,977.093458033798,5772.98999126914,0.0228030828109428
"L",2019,204,2019-07-23,"Holopedium gibberum",259.466666666667,0.317109333333333,0.178543976481678,0.181128487363636,3670.7024504513,20265.7378962258,0.00361832543032759
"L",2019,204,2019-07-23,"Daphnia",134.4,1.23593933333333,4.41824112527168,0.1437983365,1901.37105347118,13222.4829559915,0.0584201179743654
"L",2019,204,2019-07-23,"Nauplii",912.799999999999,0.181827333333333,0.312230508173943,0.184969965304348,12913.4784048251,69813.9202414691,0.021798035794609
"R",2019,210,2019-07-29,"Cyclopoid",544.590958019376,0.453559333333333,0.298912303902687,0.247252532666667,7704.38603839418,31159.9883540155,0.00931410390847965
"R",2019,210,2019-07-29,"Calanoid",18.4607104413348,0.747706,0.653366137920935,0.168478539375,261.165628420142,1550.14181265448,0.00101281016936381
"R",2019,210,2019-07-29,"Mesocyclops edax",35.0753498385361,1.11453583333333,3.08209593900215,0.231808059111111,496.214693998269,2140.62744798886,0.006597619164363
"R",2019,210,2019-07-29,"Holopedium gibberum",9.23035522066738,0.24827,0.155813617426902,0.157585475384615,130.582814210071,828.647525359558,0.000129114568498123
"R",2019,210,2019-07-29,"Daphnia",94.1496232508073,1.35025333333333,4.62107790055668,0.17723005627381,1331.94470494272,7515.34323774601,0.0347289865510461
"R",2019,210,2019-07-29,"Nauplii",1375.32292787944,0.18217,0.312218401671478,0.143749885772727,19456.8393173005,135352.033239612,0.0422593954810564
"L",2019,211,2019-07-30,"Cyclopoid",223.5625,0.40723,0.234700811187854,0.221882997777778,3162.76239688727,14254.1899494925,0.00334546994397166
"L",2019,211,2019-07-30,"Calanoid",15.4181034482759,0.776096923076923,0.726110395660704,0.119340016222222,218.121544612915,1827.73181634862,0.00132713507233055
"L",2019,211,2019-07-30,"Mesocyclops edax",34.6907327586207,1.18019733333333,3.6247141326914,0.169252581333333,490.77347537906,2899.65134660198,0.0105104072159058
"L",2019,211,2019-07-30,"Holopedium gibberum",134.908405172414,0.332751333333333,0.220481557183745,0.181128487363636,1908.56351536301,10537.0698068678,0.00232322955917205
"L",2019,211,2019-07-30,"Daphnia",88.6540948275862,1.37193133333333,6.00188973401471,0.1437983365,1254.19888152426,8721.92900176049,0.0523480561364715
"L",2019,211,2019-07-30,"Nauplii",722.723599137931,0.153966,0.289600571749528,0.184969965304348,10224.4474037304,55276.2573475493,0.0160080357320243
"R",2019,217,2019-08-05,"Cyclopoid",303.197198275862,0.428495333333333,0.254064419354692,0.247252532666667,4289.36291886373,17348.1050835035,0.00440753624494451
"R",2019,217,2019-08-05,"Calanoid",13.8717672413793,0.88341,0.948513555059085,0.168478539375,196.245362300955,1164.80925718469,0.00110483736949798
"R",2019,217,2019-08-05,"Mesocyclops edax",33.6885775862069,1.08803066666667,2.72309733668591,0.231808059111111,476.595879873748,2055.9935737407,0.00559867062489664
"R",2019,217,2019-08-05,"Holopedium gibberum",0,NA,NA,0.157585475384615,0,0,NA
"R",2019,217,2019-08-05,"Daphnia",144.662715517241,1.07751733333333,2.90043741120171,0.17723005627381,2046.55877828139,11547.470114886,0.0334927143259491
"R",2019,217,2019-08-05,"Nauplii",834.287715517242,0.163557333333333,0.296387991894468,0.143749885772727,11802.7567898146,82106.1994336128,0.0243352915722152
"L",2019,218,2019-08-06,"Cyclopoid",381.813778256189,0.426248666666667,0.24454622589601,0.221882997777778,5401.56001333914,24344.1816968281,0.00595327775648604
"L",2019,218,2019-08-06,"Calanoid",13.8213132400431,0.769916923076923,0.693057025945733,0.119340016222222,195.531584193272,1638.44107268407,0.00113553309702176
"L",2019,218,2019-08-06,"Mesocyclops edax",62.1959095801937,1.27100333333333,4.35068572290736,0.169252581333333,879.892128869725,5198.69252178098,0.0226178773322978
"L",2019,218,2019-08-06,"Holopedium gibberum",38.0086114101184,0.288642,0.144190006861449,0.181128487363636,537.711856531498,2968.67634880636,0.000428053463103812
"L",2019,218,2019-08-06,"Daphnia",148.579117330463,1.210892,4.17678954755366,0.1437983365,2101.96453007768,14617.4467746897,0.0610539989004461
"L",2019,218,2019-08-06,"Nauplii",834.461786867599,0.16268,0.296394247926818,0.184969965304348,11805.2193956688,63822.3582744615,0.0189165798816749
"R",2019,224,2019-08-12,"Cyclopoid",433.26400862069,0.400600666666667,0.224865693683652,0.247252532666667,6129.4318787371,24790.1682244868,0.00557445837433366
"R",2019,224,2019-08-12,"Calanoid",3.88577586206897,NA,NA,0.168478539375,54.9724832173731,326.287748109064,NA
"R",2019,224,2019-08-12,"Mesocyclops edax",11.6573275862069,0.921301666666667,1.28569116339811,0.231808059111111,164.917449652119,711.439672479508,0.000914691700197751
"R",2019,224,2019-08-12,"Holopedium gibberum",0,0.42254,0.416048854213015,0.157585475384615,0,0,0
"R",2019,224,2019-08-12,"Daphnia",122.401939655172,1.16125533333333,3.37050064026276,0.17723005627381,1731.63322134725,9770.53925137834,0.0329316088024831
"R",2019,224,2019-08-12,"Nauplii",748.011853448276,0.155094666666667,0.28914021126145,0.143749885772727,10582.2030193443,73615.3838485486,0.0212851676380621
"L",2019,225,2019-08-13,"Cyclopoid",402.06552094522,0.452091333333333,0.294686180882429,0.221882997777778,5688.06356491109,25635.4187651992,0.0075544036512383
"L",2019,225,2019-08-13,"Calanoid",14.1697099892589,0.777161428571429,0.713585391423804,0.119340016222222,200.460389952814,1679.74160133796,0.0011986390680816
"L",2019,225,2019-08-13,"Mesocyclops edax",31.8818474758324,1.196606,3.48149688406446,0.169252581333333,451.035877393831,2664.86852868461,0.0092777314790569
"L",2019,225,2019-08-13,"Holopedium gibberum",17.7121374865736,0.335676153846154,0.214644279452706,0.181128487363636,250.575487441017,1383.41290808639,0.000296941666841776
"L",2019,225,2019-08-13,"Daphnia",533.135338345865,1.18793,3.34101401166333,0.1437983365,7542.32217197462,52450.6914026409,0.175238494897653
"L",2019,225,2019-08-13,"Nauplii",798.817400644469,0.153641333333333,0.287692115361377,0.184969965304348,11300.9544835899,61096.1593953666,0.0175768833369089
"R",2019,231,2019-08-19,"Cyclopoid",923.778825995807,0.398971333333333,0.225597920103761,0.247252532666667,13068.7970205209,52856.0693780217,0.0119242193165418
"R",2019,231,2019-08-19,"Calanoid",0,NA,NA,0.168478539375,0,0,NA
"R",2019,231,2019-08-19,"Mesocyclops edax",42.9664570230608,1.216684,4.14325907984679,0.231808059111111,607.851024210276,2622.21696062309,0.0108645242314299
"R",2019,231,2019-08-19,"Holopedium gibberum",0,NA,NA,0.157585475384615,0,0,NA
"R",2019,231,2019-08-19,"Daphnia",721.836477987421,1.54721266666667,6.65135627499028,0.17723005627381,10211.8972067326,57619.4434591606,0.383247446813536
"R",2019,231,2019-08-19,"Nauplii",1579.01729559748,0.139749333333333,0.276552812818992,0.143749885772727,22338.5251397276,155398.559238131,0.0429759086653238
"L",2019,232,2019-08-20,"Cyclopoid",566.887486855941,0.411504,0.231443374149907,0.221882997777778,8019.81739645021,36144.3530003244,0.00836537101486039
"L",2019,232,2019-08-20,"Calanoid",6.01472134595163,0.838888,0.841635198568808,0.119340016222222,85.0909007580924,713.012310972419,0.000600096257927276
"L",2019,232,2019-08-20,"Mesocyclops edax",18.0441640378549,1.00986133333333,1.90434764144276,0.169252581333333,255.272702274277,1508.23520836904,0.0028722041617985
"L",2019,232,2019-08-20,"Holopedium gibberum",21.0515247108307,0.341804,0.239363137338071,0.181128487363636,297.818152653324,1644.23695569996,0.000393569716243541
"L",2019,232,2019-08-20,"Daphnia",69.1692954784438,1.43167866666667,5.65587019418568,0.1437983365,978.545358718063,6804.98385819688,0.0384881053754904
"L",2019,232,2019-08-20,"Nauplii",718.75920084122,0.176464,0.307160431709328,0.184969965304348,10168.362640592,54973.0472396484,0.0168855449225077
"R",2019,238,2019-08-26,"Cyclopoid",646.964285714286,0.416082,0.241913351315382,0.247252532666667,9152.67236225296,37017.507014143,0.00895502917913199
"R",2019,238,2019-08-26,"Calanoid",0,0.86116,0.886287961863644,0.168478539375,0,0,0
"R",2019,238,2019-08-26,"Mesocyclops edax",26.2536231884058,1.23281066666667,4.45766897374997,0.231808059111111,371.412791511714,1602.24279059119,0.00714226797603292
"R",2019,238,2019-08-26,"Holopedium gibberum",1.87525879917184,NA,NA,0.157585475384615,26.5294851079796,168.34981170206,NA
"R",2019,238,2019-08-26,"Daphnia",116.266045548654,1.355394,4.66067861189435,0.17723005627381,1644.82807669474,9280.75130864695,0.0432545991265214
"R",2019,238,2019-08-26,"Nauplii",1252.67287784679,0.147209333333333,0.283056951430556,0.143749885772727,17721.6960521304,123281.461803378,0.0348956747459667
"L",2019,239,2019-08-27,"Cyclopoid",824.449178644764,0.435994,0.258595183157409,0.221882997777778,11663.5699652771,52566.3078383251,0.0135933940033604
"L",2019,239,2019-08-27,"Calanoid",5.90297741273101,0.839366,0.838299456087783,0.119340016222222,83.5100474840842,699.765679003938,0.000586613188097899
"L",2019,239,2019-08-27,"Mesocyclops edax",104.285934291581,1.06003933333333,2.20792695271572,0.169252581333333,1475.34417221882,8716.81932763682,0.0192461003354426
"L",2019,239,2019-08-27,"Holopedium gibberum",5.90297741273101,0.38183,0.309073408415951,0.181128487363636,83.5100474840842,461.05418700057,0.000142499589040711
"L",2019,239,2019-08-27,"Daphnia",196.7659137577,1.420456,5.68436017801003,0.1437983365,2783.66824946947,19358.139441825,0.110038636963475
"L",2019,239,2019-08-27,"Nauplii",932.670431211499,0.179752666666667,0.309549609166802,0.184969965304348,13194.5875024853,71333.6756093079,0.0220813114052927
"L",2019,245,2019-09-02,"Cyclopoid",510.628323108385,0.501698666666667,0.411017048222472,0.221882997777778,7223.91304048221,32557.3077380051,0.0133816085245455
"L",2019,245,2019-09-02,"Calanoid",4.8021472392638,0.93085,1.05947992127182,0.119340016222222,67.9364862741274,569.268284224325,0.000603128316952529
"L",2019,245,2019-09-02,"Mesocyclops edax",86.4386503067485,0.971203333333333,1.65415486658914,0.169252581333333,1222.85675293429,7225.0404886053,0.0119513358855301
"L",2019,245,2019-09-02,"Holopedium gibberum",4.8021472392638,0.2803775,0.171200965538795,0.181128487363636,67.9364862741274,375.073447931673,6.42129364338675e-05
"L",2019,245,2019-09-02,"Daphnia",84.8379345603272,1.15345,3.38951438798791,0.1437983365,1200.21125750958,8346.48916477267,0.0282905451131822
"L",2019,245,2019-09-02,"Nauplii",713.919222903886,0.157564666666667,0.290414244344514,0.184969965304348,10099.8909594203,54602.8699459504,0.015857451214395
"R",2019,245,2019-09-02,"Cyclopoid",717.20412371134,0.344894666666667,0.152936430298429,0.247252532666667,10146.3627995156,41036.4362705819,0.00627596607539177
"R",2019,245,2019-09-02,"Calanoid",0,NA,NA,0.168478539375,0,0,NA
"R",2019,245,2019-09-02,"Mesocyclops edax",19.5278350515464,1.17456714285714,3.92703003522976,0.231808059111111,276.262353452159,1191.7719966748,0.00468012442608768
"R",2019,245,2019-09-02,"Holopedium gibberum",0,NA,NA,0.157585475384615,0,0,NA
"R",2019,245,2019-09-02,"Daphnia",239.659793814433,1.552824,6.92706037794861,0.17723005627381,3390.49251964013,19130.4600975921,0.132517852153957
"R",2019,245,2019-09-02,"Nauplii",862.775257731959,0.146227333333333,0.282380203475246,0.143749885772727,12205.7730707045,84909.7931806511,0.0239768446753933
