"","lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"860","L","Paul Lake",2014,205,2014-07-24,"1",0.5,225,9,NA,NA,NA,""
"861","R","Peter Lake",2014,205,2014-07-24,"1",0.5,406,18,NA,NA,NA,""
"862","T","Tuesday Lake",2014,205,2014-07-24,"1",0.5,631,52,NA,NA,NA,""
"863","L","Paul Lake",2014,206,2014-07-25,"1",0.5,255,13,NA,NA,NA,""
"864","R","Peter Lake",2014,206,2014-07-25,"1",0.5,427,20,NA,NA,NA,""
"865","T","Tuesday Lake",2014,206,2014-07-25,"1",0.5,595,51,NA,NA,NA,""
"866","L","Paul Lake",2014,207,2014-07-26,"1",0.5,220,12,NA,NA,NA,""
"867","R","Peter Lake",2014,207,2014-07-26,"1",0.5,360,21,NA,NA,NA,""
"868","T","Tuesday Lake",2014,207,2014-07-26,"1",0.5,501,47,NA,NA,NA,""
"869","L","Paul Lake",2014,208,2014-07-27,"1",0.5,231,12,NA,NA,NA,""
"870","R","Peter Lake",2014,208,2014-07-27,"1",0.5,438,26,NA,NA,NA,""
"871","T","Tuesday Lake",2014,208,2014-07-27,"1",0.5,525,48,NA,NA,NA,""
"872","L","Paul Lake",2014,209,2014-07-28,"1",0.5,240,10,NA,NA,NA,""
"873","R","Peter Lake",2014,209,2014-07-28,"-1",NA,NA,NA,22.9,71.14444444,0.566666667,""
"874","R","Peter Lake",2014,209,2014-07-28,"-2",4,NA,NA,3.4,0.244444444,2.566666667,""
"875","R","Peter Lake",2014,209,2014-07-28,"1",0.5,416,31,NA,NA,NA,""
"876","R","Peter Lake",2014,209,2014-07-28,"7",12,NA,NA,924.7,5.744444444,97.06666667,""
"877","T","Tuesday Lake",2014,209,2014-07-28,"1",0.5,543,48,NA,NA,NA,""
"878","L","Paul Lake",2014,210,2014-07-29,"-1",NA,NA,NA,-1.3,-0.255555556,-0.233333333,""
"879","L","Paul Lake",2014,210,2014-07-29,"-2",4,NA,NA,-6.6,-0.555555556,1.266666667,""
"880","L","Paul Lake",2014,210,2014-07-29,"1",0.5,266,7,NA,NA,NA,""
"881","L","Paul Lake",2014,210,2014-07-29,"7",9,NA,NA,675.2,2.444444444,-0.033333333,""
"882","R","Peter Lake",2014,210,2014-07-29,"1",0.5,427,13,NA,NA,NA,""
"883","T","Tuesday Lake",2014,210,2014-07-29,"1",0.5,616,36,NA,NA,NA,""
"884","L","Paul Lake",2014,211,2014-07-30,"1",0.5,221,2,NA,NA,NA,""
"885","R","Peter Lake",2014,211,2014-07-30,"1",0.5,390,11,NA,NA,NA,""
"886","T","Tuesday Lake",2014,211,2014-07-30,"-1",NA,NA,NA,6.4,-0.455555556,0.966666667,""
"887","T","Tuesday Lake",2014,211,2014-07-30,"-2",3,NA,NA,18.2,-1.055555556,1.766666667,""
"888","T","Tuesday Lake",2014,211,2014-07-30,"1",0.5,521,40,NA,NA,NA,""
"889","T","Tuesday Lake",2014,211,2014-07-30,"7",10,NA,NA,224.6,0.344444444,2.266666667,""
"890","L","Paul Lake",2014,212,2014-07-31,"1",0.5,227,5,NA,NA,NA,""
"891","R","Peter Lake",2014,212,2014-07-31,"1",0.5,416,11,NA,NA,NA,""
"892","T","Tuesday Lake",2014,212,2014-07-31,"1",0.5,521,33,NA,NA,NA,""
"893","L","Paul Lake",2014,213,2014-08-01,"1",0.5,214,9,NA,NA,NA,""
"894","R","Peter Lake",2014,213,2014-08-01,"1",0.5,403,12,NA,NA,NA,""
"895","T","Tuesday Lake",2014,213,2014-08-01,"1",0.5,464,35,NA,NA,NA,""
"896","L","Paul Lake",2014,214,2014-08-02,"1",0.5,242,2,NA,NA,NA,""
"897","R","Peter Lake",2014,214,2014-08-02,"1",0.5,380,13,NA,NA,NA,""
"898","T","Tuesday Lake",2014,214,2014-08-02,"1",0.5,524,32,NA,NA,NA,""
"899","L","Paul Lake",2014,215,2014-08-03,"1",0.5,192,3,NA,NA,NA,""
"900","R","Peter Lake",2014,215,2014-08-03,"1",0.5,414,12,NA,NA,NA,""
"901","T","Tuesday Lake",2014,215,2014-08-03,"1",0.5,529,30,NA,NA,NA,""
"902","L","Paul Lake",2014,216,2014-08-04,"1",0.5,213,2,NA,NA,NA,""
"903","R","Peter Lake",2014,216,2014-08-04,"-1",NA,NA,NA,28.6,56.14444444,0.066666667,""
"904","R","Peter Lake",2014,216,2014-08-04,"-2",4,NA,NA,31.2,-0.455555556,1.066666667,""
"905","R","Peter Lake",2014,216,2014-08-04,"1",0.5,469,18,NA,NA,NA,""
"906","R","Peter Lake",2014,216,2014-08-04,"7",12,NA,NA,663,3.244444444,97.46666667,""
"907","T","Tuesday Lake",2014,216,2014-08-04,"1",0.5,535,41,NA,NA,NA,""
"908","L","Paul Lake",2014,217,2014-08-05,"-1",NA,NA,NA,-1.6,-0.855555556,-0.233333333,""
"909","L","Paul Lake",2014,217,2014-08-05,"-2",4,NA,NA,-10.3,-0.855555556,-0.033333333,""
"910","L","Paul Lake",2014,217,2014-08-05,"1",0.5,228,2,NA,NA,NA,""
"911","L","Paul Lake",2014,217,2014-08-05,"7",9,NA,NA,927.8,2.344444444,1.566666667,""
"912","R","Peter Lake",2014,217,2014-08-05,"1",0.5,424,12,NA,NA,NA,""
"913","T","Tuesday Lake",2014,217,2014-08-05,"1",0.5,529,31,NA,NA,NA,""
"914","L","Paul Lake",2014,218,2014-08-06,"1",0.5,237,2,NA,NA,NA,""
"915","R","Peter Lake",2014,218,2014-08-06,"1",0.5,445,15,NA,NA,NA,""
"916","T","Tuesday Lake",2014,218,2014-08-06,"-1",NA,NA,NA,8.8,-1.455555556,1.266666667,""
"917","T","Tuesday Lake",2014,218,2014-08-06,"-2",3,NA,NA,9.4,-1.155555556,0.566666667,""
"918","T","Tuesday Lake",2014,218,2014-08-06,"1",0.5,549,30,NA,NA,NA,""
"919","T","Tuesday Lake",2014,218,2014-08-06,"7",10,NA,NA,324,-0.055555556,1.666666667,""
"920","L","Paul Lake",2014,219,2014-08-07,"1",0.5,221,2,NA,NA,NA,""
"921","R","Peter Lake",2014,219,2014-08-07,"1",0.5,442,15,NA,NA,NA,""
"922","T","Tuesday Lake",2014,219,2014-08-07,"1",0.5,571,31,NA,NA,NA,""
"923","L","Paul Lake",2014,220,2014-08-08,"1",0.5,295,2,NA,NA,NA,""
"924","R","Peter Lake",2014,220,2014-08-08,"1",0.5,462,14,NA,NA,NA,""
"925","T","Tuesday Lake",2014,220,2014-08-08,"1",0.5,586,31,NA,NA,NA,""
"926","L","Paul Lake",2014,221,2014-08-09,"1",0.5,243,2,NA,NA,NA,""
"927","R","Peter Lake",2014,221,2014-08-09,"1",0.5,383,11,NA,NA,NA,""
"928","T","Tuesday Lake",2014,221,2014-08-09,"1",0.5,512,31,NA,NA,NA,""
"929","L","Paul Lake",2014,222,2014-08-10,"1",0.5,227,2,NA,NA,NA,""
"930","R","Peter Lake",2014,222,2014-08-10,"1",0.5,411,9,NA,NA,NA,""
"931","T","Tuesday Lake",2014,222,2014-08-10,"1",0.5,496,29,NA,NA,NA,""
"932","L","Paul Lake",2014,223,2014-08-11,"1",0.5,221,6,NA,NA,NA,""
"933","R","Peter Lake",2014,223,2014-08-11,"-1",NA,NA,NA,27.8,57.44444444,0.066666667,""
"934","R","Peter Lake",2014,223,2014-08-11,"-2",4,NA,NA,14.8,9.044444444,0.266666667,""
"935","R","Peter Lake",2014,223,2014-08-11,"1",0.5,449,13,NA,NA,NA,""
"936","R","Peter Lake",2014,223,2014-08-11,"7",12,NA,NA,956.6,1.644444444,106.6666667,""
"937","T","Tuesday Lake",2014,223,2014-08-11,"1",0.5,500,35,NA,NA,NA,""
"938","L","Paul Lake",2014,224,2014-08-12,"-1",NA,NA,NA,5.7,1.044444444,-0.033333333,""
"939","L","Paul Lake",2014,224,2014-08-12,"-2",4,NA,NA,11.6,-0.655555556,-0.033333333,""
"940","L","Paul Lake",2014,224,2014-08-12,"1",0.5,229,2,NA,NA,NA,""
"941","L","Paul Lake",2014,224,2014-08-12,"7",9,NA,NA,1013.2,2.444444444,0.366666667,""
"942","R","Peter Lake",2014,224,2014-08-12,"1",0.5,507,14,NA,NA,NA,""
"943","T","Tuesday Lake",2014,224,2014-08-12,"1",0.5,552,32,NA,NA,NA,""
"944","L","Paul Lake",2014,225,2014-08-13,"1",0.5,224,1,NA,NA,NA,""
"945","R","Peter Lake",2014,225,2014-08-13,"1",0.5,463,12,NA,NA,NA,""
"946","T","Tuesday Lake",2014,225,2014-08-13,"-1",NA,NA,NA,11.1,-1.155555556,1.266666667,""
"947","T","Tuesday Lake",2014,225,2014-08-13,"-2",3,NA,NA,14.1,-0.055555556,0.366666667,""
"948","T","Tuesday Lake",2014,225,2014-08-13,"1",0.5,549,32,NA,NA,NA,""
"949","T","Tuesday Lake",2014,225,2014-08-13,"7",10,NA,NA,334.7,-0.855555556,3.566666667,""
"950","L","Paul Lake",2014,226,2014-08-14,"1",0.5,257,6,NA,NA,NA,""
"951","R","Peter Lake",2014,226,2014-08-14,"1",0.5,454,12,NA,NA,NA,""
"952","T","Tuesday Lake",2014,226,2014-08-14,"1",0.5,598,36,NA,NA,NA,""
"953","L","Paul Lake",2014,227,2014-08-15,"1",0.5,234,5,NA,NA,NA,""
"954","R","Peter Lake",2014,227,2014-08-15,"1",0.5,437,10,NA,NA,NA,""
"955","T","Tuesday Lake",2014,227,2014-08-15,"1",0.5,560,30,NA,NA,NA,""
"956","L","Paul Lake",2014,228,2014-08-16,"1",0.5,226,11,NA,NA,NA,""
"957","R","Peter Lake",2014,228,2014-08-16,"1",0.5,416,11,NA,NA,NA,""
"958","T","Tuesday Lake",2014,228,2014-08-16,"1",0.5,570,31,NA,NA,NA,""
"959","L","Paul Lake",2014,229,2014-08-17,"1",0.5,218,2,NA,NA,NA,""
"960","R","Peter Lake",2014,229,2014-08-17,"1",0.5,429,12,NA,NA,NA,""
"961","T","Tuesday Lake",2014,229,2014-08-17,"1",0.5,520,29,NA,NA,NA,""
"962","L","Paul Lake",2014,230,2014-08-18,"1",0.5,240,3,NA,NA,NA,""
"963","R","Peter Lake",2014,230,2014-08-18,"-1",NA,NA,NA,32.2,57.04444444,0.066666667,""
"964","R","Peter Lake",2014,230,2014-08-18,"-2",4,NA,NA,21.8,16.74444444,0.566666667,""
"965","R","Peter Lake",2014,230,2014-08-18,"1",0.5,481,11,NA,NA,NA,""
"966","R","Peter Lake",2014,230,2014-08-18,"7",12,NA,NA,866.1,3.344444444,113.9666667,""
"967","T","Tuesday Lake",2014,230,2014-08-18,"1",0.5,568,34,NA,NA,NA,""
"968","L","Paul Lake",2014,231,2014-08-19,"-1",NA,NA,NA,14.6,0.544444444,0.066666667,""
"969","L","Paul Lake",2014,231,2014-08-19,"-2",4,NA,NA,12.4,-0.155555556,-0.233333333,""
"970","L","Paul Lake",2014,231,2014-08-19,"1",0.5,222,2,NA,NA,NA,""
"971","L","Paul Lake",2014,231,2014-08-19,"7",9,NA,NA,422.5,3.244444444,8.366666667,""
"972","R","Peter Lake",2014,231,2014-08-19,"1",0.5,450,13,NA,NA,NA,""
"973","T","Tuesday Lake",2014,231,2014-08-19,"1",0.5,531,32,NA,NA,NA,""
"974","L","Paul Lake",2014,232,2014-08-20,"1",0.5,262,4,NA,NA,NA,""
"975","R","Peter Lake",2014,232,2014-08-20,"1",0.5,471,13,NA,NA,NA,""
"976","T","Tuesday Lake",2014,232,2014-08-20,"-1",NA,NA,NA,15.6,-0.855555556,1.066666667,""
"977","T","Tuesday Lake",2014,232,2014-08-20,"-2",3,NA,NA,17.2,0.044444444,0.966666667,""
"978","T","Tuesday Lake",2014,232,2014-08-20,"1",0.5,570,34,NA,NA,NA,""
"979","T","Tuesday Lake",2014,232,2014-08-20,"7",10,NA,NA,240.8,0.944444444,1.366666667,""
"980","L","Paul Lake",2014,233,2014-08-21,"1",0.5,452,6,NA,NA,NA,""
"981","R","Peter Lake",2014,233,2014-08-21,"1",0.5,542,16,NA,NA,NA,""
"982","T","Tuesday Lake",2014,233,2014-08-21,"1",0.5,532,34,NA,NA,NA,""
"983","L","Paul Lake",2014,234,2014-08-22,"1",0.5,246,11,NA,NA,NA,""
"984","R","Peter Lake",2014,234,2014-08-22,"1",0.5,567,17,NA,NA,NA,""
"985","T","Tuesday Lake",2014,234,2014-08-22,"1",0.5,646,37,NA,NA,NA,""
"986","L","Paul Lake",2014,235,2014-08-23,"1",0.5,240,2,NA,NA,NA,""
"987","R","Peter Lake",2014,235,2014-08-23,"1",0.5,512,15,NA,NA,NA,""
"988","T","Tuesday Lake",2014,235,2014-08-23,"1",0.5,643,39,NA,NA,NA,""
"989","L","Paul Lake",2014,236,2014-08-24,"1",0.5,243,3,NA,NA,NA,""
"990","R","Peter Lake",2014,236,2014-08-24,"1",0.5,493,11,NA,NA,NA,""
"991","T","Tuesday Lake",2014,236,2014-08-24,"1",0.5,534,32,NA,NA,NA,""
"992","L","Paul Lake",2014,237,2014-08-25,"1",0.5,227,3,NA,NA,NA,""
"993","R","Peter Lake",2014,237,2014-08-25,"-1",NA,NA,NA,62.5,104.8444444,3.366666667,""
"994","R","Peter Lake",2014,237,2014-08-25,"-2",4,NA,NA,17.9,5.744444444,0.366666667,""
"995","R","Peter Lake",2014,237,2014-08-25,"1",0.5,495,11,NA,NA,NA,""
"996","R","Peter Lake",2014,237,2014-08-25,"7",12,NA,NA,1402.3,5.544444444,194.3666667,""
"997","T","Tuesday Lake",2014,237,2014-08-25,"1",0.5,527,32,NA,NA,NA,""
"998","L","Paul Lake",2014,238,2014-08-26,"-1",NA,NA,NA,20.1,1.944444444,-0.033333333,""
"999","L","Paul Lake",2014,238,2014-08-26,"-2",4,NA,NA,11.4,-0.155555556,0.366666667,""
"1000","L","Paul Lake",2014,238,2014-08-26,"1",0.5,230,2,NA,NA,NA,""
"1001","L","Paul Lake",2014,238,2014-08-26,"7",9,NA,NA,825.4,16.74444444,0.466666667,""
"1002","R","Peter Lake",2014,238,2014-08-26,"1",0.5,488,13,NA,NA,NA,""
"1003","T","Tuesday Lake",2014,238,2014-08-26,"1",0.5,542,29,NA,NA,NA,""
"1004","L","Paul Lake",2014,239,2014-08-27,"1",0.5,234,9,NA,NA,NA,""
"1005","R","Peter Lake",2014,239,2014-08-27,"1",0.5,537,13,NA,NA,NA,""
"1006","T","Tuesday Lake",2014,239,2014-08-27,"-1",NA,NA,NA,17,-0.855555556,0.866666667,""
"1007","T","Tuesday Lake",2014,239,2014-08-27,"-2",3,NA,NA,9.8,0.344444444,0.666666667,""
"1008","T","Tuesday Lake",2014,239,2014-08-27,"1",0.5,540,35,NA,NA,NA,""
"1009","T","Tuesday Lake",2014,239,2014-08-27,"7",10,NA,NA,392.2,2.744444444,0.966666667,""
"1010","L","Paul Lake",2014,240,2014-08-28,"1",0.5,213,2,NA,NA,NA,""
"1011","R","Peter Lake",2014,240,2014-08-28,"1",0.5,484,11,NA,NA,NA,""
"1012","T","Tuesday Lake",2014,240,2014-08-28,"1",0.5,558,34,NA,NA,NA,""
"1013","L","Paul Lake",2014,241,2014-08-29,"1",0.5,233,3,NA,NA,NA,""
"1014","R","Peter Lake",2014,241,2014-08-29,"1",0.5,461,10,NA,NA,NA,""
"1015","T","Tuesday Lake",2014,241,2014-08-29,"1",0.5,518,32,NA,NA,NA,""
"1016","R","Peter Lake",2015,138,2015-05-18,"1",0.5,302.5,14,NA,NA,NA,""
"1017","L","Paul Lake",2015,139,2015-05-19,"1",0.5,176.5,15,NA,NA,NA,""
"1018","T","Tuesday Lake",2015,140,2015-05-20,"1",0.5,389.5,17,NA,NA,NA,""
"1019","R","Peter Lake",2015,145,2015-05-25,"1",0.5,254.5,12,NA,NA,NA,""
"1020","L","Paul Lake",2015,146,2015-05-26,"1",0.5,198.5,13,NA,NA,NA,""
"1021","R","Peter Lake",2015,152,2015-06-01,"1",0.5,234.5,3,NA,NA,NA,""
"1022","L","Paul Lake",2015,153,2015-06-02,"1",0.5,215.5,17,NA,NA,NA,""
"1023","T","Tuesday Lake",2015,154,2015-06-03,"1",0.5,439.5,26,NA,NA,NA,""
"1024","R","Peter Lake",2015,159,2015-06-08,"1",0.5,267.5,12,NA,NA,NA,""
"1025","L","Paul Lake",2015,160,2015-06-09,"1",0.5,226.5,13,NA,NA,NA,""
"1026","T","Tuesday Lake",2015,161,2015-06-10,"1",0.5,507.5,32,NA,NA,NA,""
"1027","R","Peter Lake",2015,166,2015-06-15,"1",0.5,284.5,14,NA,NA,NA,""
"1028","L","Paul Lake",2015,167,2015-06-16,"1",0.5,257.5,12,NA,NA,NA,""
"1029","T","Tuesday Lake",2015,168,2015-06-17,"1",0.5,532.5,33,NA,NA,NA,""
"1030","R","Peter Lake",2015,173,2015-06-22,"1",0.5,542.5,21,NA,NA,NA,""
"1031","L","Paul Lake",2015,174,2015-06-23,"1",0.5,220.5,8,NA,NA,NA,""
"1032","T","Tuesday Lake",2015,175,2015-06-24,"1",0.5,543.5,44,NA,NA,NA,""
"1033","R","Peter Lake",2015,180,2015-06-29,"1",0.5,754.5,39,NA,NA,NA,""
"1034","L","Paul Lake",2015,181,2015-06-30,"1",0.5,225.5,12,NA,NA,NA,""
"1035","T","Tuesday Lake",2015,182,2015-07-01,"1",0.5,494.5,37,NA,NA,NA,""
"1036","R","Peter Lake",2015,187,2015-07-06,"1",0.5,646.5,21,NA,NA,NA,""
"1037","L","Paul Lake",2015,188,2015-07-07,"1",0.5,241.5,11,NA,NA,NA,""
"1038","T","Tuesday Lake",2015,189,2015-07-08,"1",0.5,495.5,34,NA,NA,NA,""
"1039","R","Peter Lake",2015,194,2015-07-13,"1",0.5,547.5,15,NA,NA,NA,""
"1040","L","Paul Lake",2015,195,2015-07-14,"1",0.5,252.5,11,NA,NA,NA,""
"1041","T","Tuesday Lake",2015,196,2015-07-15,"1",0.5,517.5,36,NA,NA,NA,""
"1042","R","Peter Lake",2015,201,2015-07-20,"1",0.5,586.5,15,NA,NA,NA,""
"1043","L","Paul Lake",2015,202,2015-07-21,"1",0.5,252.5,8,NA,NA,NA,""
"1044","T","Tuesday Lake",2015,203,2015-07-22,"1",0.5,517.5,30,NA,NA,NA,""
"1045","R","Peter Lake",2015,208,2015-07-27,"1",0.5,567.5,13,NA,NA,NA,""
"1046","L","Paul Lake",2015,209,2015-07-28,"1",0.5,258.5,15,NA,NA,NA,""
"1047","T","Tuesday Lake",2015,210,2015-07-29,"1",0.5,517.5,36,NA,NA,NA,""
"1048","R","Peter Lake",2015,215,2015-08-03,"1",0.5,442.5,14,NA,NA,NA,""
"1049","L","Paul Lake",2015,216,2015-08-04,"1",0.5,274.5,13,NA,NA,NA,""
"1050","T","Tuesday Lake",2015,217,2015-08-05,"1",0.5,521.5,34,NA,NA,NA,""
"1051","R","Peter Lake",2015,222,2015-08-10,"1",0.5,402.5,10,NA,NA,NA,""
"1052","L","Paul Lake",2015,223,2015-08-11,"1",0.5,237.5,9,NA,NA,NA,""
"1053","T","Tuesday Lake",2015,224,2015-08-12,"1",0.5,541.5,34,NA,NA,NA,""
"1054","R","Peter Lake",2015,229,2015-08-17,"1",0.5,333.5,9,NA,NA,NA,""
"1055","L","Paul Lake",2015,230,2015-08-18,"1",0.5,231.5,12,NA,NA,NA,""
"1056","T","Tuesday Lake",2015,231,2015-08-19,"1",0.5,681.5,40,NA,NA,NA,""
"1057","R","Peter Lake",2015,236,2015-08-24,"1",0.5,339.5,2,NA,NA,NA,""
"1058","L","Paul Lake",2015,237,2015-08-25,"1",0.5,237.5,11,NA,NA,NA,""
"1059","T","Tuesday Lake",2015,238,2015-08-26,"1",0.5,715.5,42,NA,NA,NA,""
"1060","R","Peter Lake",2016,144,2016-05-23,"1",0.5,290,11,NA,NA,NA,""
"1061","L","Paul Lake",2016,145,2016-05-24,"1",0.5,350,6,NA,NA,NA,""
"1062","T","Tuesday Lake",2016,146,2016-05-25,"1",0.5,570,17,NA,NA,NA,""
"1063","R","Peter Lake",2016,151,2016-05-30,"1",0.5,280,7,NA,NA,NA,""
"1064","L","Paul Lake",2016,152,2016-05-31,"1",0.5,200,7,NA,NA,NA,""
"1065","T","Tuesday Lake",2016,153,2016-06-01,"1",0.5,410,16,NA,NA,NA,""
"1066","R","Peter Lake",2016,158,2016-06-06,"1",0.5,280,9,NA,NA,NA,""
"1067","L","Paul Lake",2016,159,2016-06-07,"1",0.5,260,10,NA,NA,NA,""
"1068","T","Tuesday Lake",2016,160,2016-06-08,"1",0.5,420,29,NA,NA,NA,""
"1069","R","Peter Lake",2016,165,2016-06-13,"1",0.5,300,9,NA,NA,NA,""
"1070","L","Paul Lake",2016,166,2016-06-14,"1",0.5,260,6,NA,NA,NA,""
"1071","T","Tuesday Lake",2016,167,2016-06-15,"1",0.5,410,17,NA,NA,NA,""
"1072","R","Peter Lake",2016,172,2016-06-20,"1",0.5,350,11,NA,NA,NA,""
"1073","L","Paul Lake",2016,173,2016-06-21,"1",0.5,270,8,NA,NA,NA,""
"1074","T","Tuesday Lake",2016,174,2016-06-22,"1",0.5,440,18,NA,NA,NA,""
"1075","R","Peter Lake",2016,179,2016-06-27,"1",0.5,310,10,NA,NA,NA,""
"1076","L","Paul Lake",2016,180,2016-06-28,"1",0.5,250,6,NA,NA,NA,""
"1077","T","Tuesday Lake",2016,181,2016-06-29,"1",0.5,470,20,NA,NA,NA,""
"1078","R","Peter Lake",2016,186,2016-07-04,"1",0.5,300,6,NA,NA,NA,""
"1079","L","Paul Lake",2016,187,2016-07-05,"1",0.5,250,7,NA,NA,NA,""
"1080","T","Tuesday Lake",2016,188,2016-07-06,"1",0.5,440,18,NA,NA,NA,""
"1081","R","Peter Lake",2016,193,2016-07-11,"1",0.5,310,14,NA,NA,NA,""
"1082","L","Paul Lake",2016,194,2016-07-12,"1",0.5,260,6,NA,NA,NA,""
"1083","T","Tuesday Lake",2016,195,2016-07-13,"1",0.5,430,24,NA,NA,NA,""
"1084","R","Peter Lake",2016,200,2016-07-18,"1",0.5,360,18,NA,NA,NA,""
"1085","L","Paul Lake",2016,201,2016-07-19,"1",0.5,260,9,NA,NA,NA,""
"1086","T","Tuesday Lake",2016,202,2016-07-20,"1",0.5,380,24,NA,NA,NA,""
"1087","R","Peter Lake",2016,207,2016-07-25,"1",0.5,280,6,NA,NA,NA,""
"1088","L","Paul Lake",2016,208,2016-07-26,"1",0.5,250,7,NA,NA,NA,""
"1089","T","Tuesday Lake",2016,209,2016-07-27,"1",0.5,390,16,NA,NA,NA,""
"1090","R","Peter Lake",2016,214,2016-08-01,"1",0.5,310,7,NA,NA,NA,""
"1091","L","Paul Lake",2016,215,2016-08-02,"1",0.5,230,6,NA,NA,NA,""
"1092","T","Tuesday Lake",2016,216,2016-08-03,"1",0.5,690,10,NA,NA,NA,""
"1093","R","Peter Lake",2016,221,2016-08-08,"1",0.5,280,5,NA,NA,NA,""
"1094","L","Paul Lake",2016,222,2016-08-09,"1",0.5,260,7,NA,NA,NA,""
"1095","T","Tuesday Lake",2016,223,2016-08-10,"1",0.5,480,18,NA,NA,NA,""
"1096","R","Peter Lake",2016,228,2016-08-15,"1",0.5,310,6,NA,NA,NA,""
"1097","L","Paul Lake",2016,229,2016-08-16,"1",0.5,260,6,NA,NA,NA,""
"1098","T","Tuesday Lake",2016,230,2016-08-17,"1",0.5,420,12,NA,NA,NA,""
