"year","lake","doyCat","mean_chl"
2013,"L",153,6.319233067
2013,"L",154,1.810977651
2013,"L",155,2.302472918
2013,"L",156,3.405881228
2013,"L",157,3.096563809
2013,"L",158,3.105238945
2013,"L",159,1.801555649
2013,"L",160,3.330217959
2013,"L",161,2.457935944
2013,"L",162,1.77403651
2013,"L",163,2.163613296
2013,"L",164,2.03572686
2013,"L",165,1.618918191
2013,"L",166,2.953912407
2013,"L",167,2.158385235
2013,"L",168,2.662404869
2013,"L",169,1.942081356
2013,"L",170,2.033658616
2013,"L",171,1.586688052
2013,"L",172,2.871125186
2013,"L",173,2.449375711
2013,"L",174,1.73244182
2013,"L",175,1.787652452
2013,"L",176,2.285122646
2013,"L",177,1.260020362
2013,"L",178,1.630982949
2013,"L",179,2.282077731
2013,"L",180,2.354753536
2013,"L",181,1.67682903
2013,"L",182,1.717274696
2013,"L",183,2.35211078
2013,"L",184,1.753095537
2013,"L",185,1.716929988
2013,"L",186,2.476205435
2013,"L",187,2.03480764
2013,"L",188,2.29649799
2013,"L",189,2.363083965
2013,"L",190,2.986717059
2013,"L",191,2.938860185
2013,"L",192,1.909391607
2013,"L",193,1.710035841
2013,"L",194,1.446219796
2013,"L",195,2.195268924
2013,"L",196,1.72169844
2013,"L",197,1.453286297
2013,"L",198,1.673152152
2013,"L",199,2.182055141
2013,"L",200,2.704516621
2013,"L",201,2.798162124
2013,"L",202,2.690038911
2013,"L",203,2.726175734
2013,"L",204,3.62046157
2013,"L",205,2.389281725
2013,"L",206,2.540263556
2013,"L",207,3.432366245
2013,"L",208,3.834122692
2013,"L",209,4.076854135
2013,"L",210,3.046523789
2013,"L",211,4.056458949
2013,"L",212,4.185724215
2013,"L",213,1.96046575
2013,"L",214,2.567840146
2013,"L",215,1.913585546
2013,"L",216,1.54831063
2013,"L",217,3.287014635
2013,"L",218,3.329183837
2013,"L",219,4.72668499
2013,"L",220,2.302875076
2013,"L",221,2.217789806
2013,"L",222,2.063992865
2013,"L",223,1.647299098
2013,"L",224,1.130410388
2013,"L",225,1.670222139
2013,"L",226,1.979999167
2013,"L",227,1.795006209
2013,"L",228,1.385608749
2013,"L",229,1.015220673
2013,"L",230,1.603521262
2013,"L",231,1.939553502
2013,"L",232,1.256630739
2013,"L",233,1.532224286
2013,"L",234,1.437314855
2013,"L",235,1.28983755
2013,"L",236,1.429731293
2013,"L",237,1.412898083
2013,"L",238,2.731633601
2013,"L",239,2.289144233
2013,"L",240,0.895262507
2013,"L",241,2.234680467
2013,"L",242,2.98723412
2013,"L",243,1.923352255
2013,"L",244,2.789372086
2013,"L",245,NA
2013,"L",246,NA
2013,"L",247,NA
2013,"L",248,NA
2013,"L",249,NA
2014,"L",136,NA
2014,"L",137,NA
2014,"L",138,NA
2014,"L",139,NA
2014,"L",140,NA
2014,"L",141,NA
2014,"L",142,NA
2014,"L",143,NA
2014,"L",144,NA
2014,"L",145,NA
2014,"L",146,2.16131524725275
2014,"L",147,2.76886199737762
2014,"L",148,2.14606194586663
2014,"L",149,0.716784517565768
2014,"L",150,1.4201082121004
2014,"L",151,1.06609373699217
2014,"L",152,1.57824272082085
2014,"L",153,2.15657552083333
2014,"L",154,1.92260538940226
2014,"L",155,1.78360214004745
2014,"L",156,1.08134703837829
2014,"L",157,1.96793440934066
2014,"L",158,1.72732866092241
2014,"L",159,1.84504622981186
2014,"L",160,1.88985818868631
2014,"L",161,1.8592654090701
2014,"L",162,1.33961903981435
2014,"L",163,1.80997225430819
2014,"L",164,2.16303878413253
2014,"L",165,2.24482060907842
2014,"L",166,2.00636928175991
2014,"L",167,2.08461785610223
2014,"L",168,1.50033885385448
2014,"L",169,1.64994185501998
2014,"L",170,1.94794138153513
2014,"L",171,1.93354984858891
2014,"L",172,2.13063629079254
2014,"L",173,1.57048680486181
2014,"L",174,2.08901287514569
2014,"L",175,2.27679221819847
2014,"L",176,2.248267682838
2014,"L",177,1.77903476731602
2014,"L",178,1.48784321147602
2014,"L",179,1.51102478250916
2014,"L",180,2.47775661838162
2014,"L",181,2.26162509365634
2014,"L",182,2.31091824841825
2014,"L",183,2.44423382606976
2014,"L",184,1.75102729301948
2014,"L",185,2.04075384251166
2014,"L",186,2.42691228042791
2014,"L",187,1.95190551635864
2014,"L",188,2.08634139298202
2014,"L",189,3.70379457781802
2014,"L",190,2.64554293362887
2014,"L",191,2.63571877341409
2014,"L",192,3.01334570377539
2014,"L",193,2.31272796214202
2014,"L",194,2.37917030885781
2014,"L",195,2.17320765172328
2014,"L",196,2.56246845602314
2014,"L",197,2.17932620764652
2014,"L",198,1.78601509167915
2014,"L",199,1.88330874854312
2014,"L",200,1.8131607975358
2014,"L",201,2.1018532249001
2014,"L",202,1.81505668810356
2014,"L",203,2.34952547452547
2014,"L",204,1.83953091179654
2014,"L",205,2.27886046245421
2014,"L",206,2.65467767909174
2014,"L",207,2.49550904824342
2014,"L",208,3.10090137726857
2014,"L",209,2.68949312406344
2014,"L",210,2.51283059388528
2014,"L",211,1.7848086158633
2014,"L",212,1.81600463338745
2014,"L",213,2.20414513871545
2014,"L",214,1.5988389865343
2014,"L",215,1.57410623230936
2014,"L",216,1.67372666396104
2014,"L",217,1.62831146717865
2014,"L",218,1.3958063420954
2014,"L",219,1.57927684294872
2014,"L",220,1.24447980405012
2014,"L",221,1.62650175345488
2014,"L",222,1.79221982444639
2014,"L",223,2.648086012295
2014,"L",224,2.31643184289669
2014,"L",225,1.81953788399101
2014,"L",226,1.65855953941891
2014,"L",227,1.94139194139194
2014,"L",228,2.14752695221445
2014,"L",229,2.39183830492424
2014,"L",230,2.84125054632867
2014,"L",231,2.95328130528326
2014,"L",232,2.90954741872711
2014,"L",233,2.90846848464036
2014,"L",234,6.35993726325758
2014,"L",235,2.29385523330836
2014,"L",236,3.35124510905761
2014,"L",237,3.13287298638861
2014,"L",238,2.52877331002331
2014,"L",239,2.46862187291875
2014,"L",240,1.88020638215951
2014,"L",241,1.94940638788295
2014,"L",242,NA
2014,"L",243,NA
2014,"L",244,NA
2014,"L",245,NA
2014,"L",246,NA
2014,"L",247,NA
2014,"L",248,NA
2014,"L",249,NA
2014,"L",250,NA
2015,"L",129,NA
2015,"L",130,NA
2015,"L",131,NA
2015,"L",132,NA
2015,"L",133,NA
2015,"L",134,NA
2015,"L",135,NA
2015,"L",136,NA
2015,"L",137,NA
2015,"L",138,NA
2015,"L",139,NA
2015,"L",140,NA
2015,"L",141,NA
2015,"L",142,NA
2015,"L",143,NA
2015,"L",144,NA
2015,"L",145,1.91511200384333
2015,"L",146,1.99701529940664
2015,"L",147,2.14971126932026
2015,"L",148,1.9832239905868
2015,"L",149,2.88330317246662
2015,"L",150,2.59818686515699
2015,"L",151,2.01497309118135
2015,"L",152,2.27514367659526
2015,"L",153,2.02693765372067
2015,"L",154,2.2400914183428
2015,"L",155,2.02528372889906
2015,"L",156,2.40072466340506
2015,"L",157,2.0375743844174
2015,"L",158,1.88298676242648
2015,"L",159,2.05422936827115
2015,"L",160,1.68708151779976
2015,"L",161,1.82313345182535
2015,"L",162,1.80391195200727
2015,"L",163,1.6277279036341
2015,"L",164,1.93132985106575
2015,"L",165,2.05429818405569
2015,"L",166,2.36990379390426
2015,"L",167,1.59332001136415
2015,"L",168,2.49089680107888
2015,"L",169,1.66581118439652
2015,"L",170,1.73118617970942
2015,"L",171,2.16081563455284
2015,"L",172,2.51122873742021
2015,"L",173,2.157453045081
2015,"L",174,2.07112051538549
2015,"L",175,1.64383705319685
2015,"L",176,2.27583183444066
2015,"L",177,1.94177812035255
2015,"L",178,1.66635858268263
2015,"L",179,1.73642556330507
2015,"L",180,2.03353771305609
2015,"L",181,2.26641892991217
2015,"L",182,1.94822490816785
2015,"L",183,2.53073019236176
2015,"L",184,1.86827035050311
2015,"L",185,1.71492063063635
2015,"L",186,1.59660440108082
2015,"L",187,2.07088591612002
2015,"L",188,2.18153856966997
2015,"L",189,2.08572588365654
2015,"L",190,2.21120521078463
2015,"L",191,2.08267140122003
2015,"L",192,1.72153711192036
2015,"L",193,1.73697296159119
2015,"L",194,2.3412224697046
2015,"L",195,1.82408748883829
2015,"L",196,1.94373311423152
2015,"L",197,1.68645591975849
2015,"L",198,2.203199901849
2015,"L",199,2.22681622790701
2015,"L",200,1.68684691853428
2015,"L",201,1.63187249065752
2015,"L",202,1.55554952962236
2015,"L",203,2.09020125564428
2015,"L",204,1.921488411879
2015,"L",205,1.85153560289909
2015,"L",206,1.13976143144208
2015,"L",207,1.56493350024144
2015,"L",208,1.53083762499457
2015,"L",209,1.54718215582035
2015,"L",210,1.9940937565539
2015,"L",211,1.93372354557117
2015,"L",212,2.02912724686512
2015,"L",213,2.03139503976473
2015,"L",214,2.38492127488499
2015,"L",215,2.11283617477505
2015,"L",216,2.3567670170351
2015,"L",217,2.37508296368843
2015,"L",218,2.08535287082443
2015,"L",219,2.24816476106542
2015,"L",220,2.35795721730862
2015,"L",221,2.42880619548265
2015,"L",222,1.90605490820082
2015,"L",223,2.48053455152276
2015,"L",224,2.14486288450041
2015,"L",225,1.83010730599042
2015,"L",226,2.38501433259362
2015,"L",227,2.19060974126841
2015,"L",228,2.13023953028568
2015,"L",229,2.87618699474716
2015,"L",230,2.39041949967021
2015,"L",231,2.58356351094227
2015,"L",232,2.9462539753696
2015,"L",233,2.54430723385246
2015,"L",234,2.62899756868963
2015,"L",235,2.85976504616377
2015,"L",236,3.15809711209527
2015,"L",237,3.38057541552255
2015,"L",238,2.72119508002206
2015,"L",239,3.3543784975443
2015,"L",240,3.24677563444555
2015,"L",241,3.00998677582416
2015,"L",242,2.59584087250223
2015,"L",243,2.15127526442344
2015,"L",244,2.13571351314681
2015,"L",245,2.59904706246374
2015,"L",246,2.90160191517382
2015,"L",247,NA
2018,"L",138,NA
2018,"L",139,NA
2018,"L",140,NA
2018,"L",141,NA
2018,"L",142,NA
2018,"L",143,NA
2018,"L",144,NA
2018,"L",145,NA
2018,"L",146,NA
2018,"L",147,NA
2018,"L",148,1.4887756394046
2018,"L",149,2.04726902121755
2018,"L",150,2.23449197086452
2018,"L",151,2.84632023933703
2018,"L",152,2.78741208384063
2018,"L",153,1.84740900851029
2018,"L",154,2.61211333728643
2018,"L",155,2.70912709831846
2018,"L",156,2.4798454105888
2018,"L",157,2.44698904663206
2018,"L",158,1.75719981989535
2018,"L",159,1.76348594869969
2018,"L",160,1.81682083535925
2018,"L",161,2.03476156906045
2018,"L",162,1.53044554477774
2018,"L",163,1.91532512177787
2018,"L",164,1.63996675796687
2018,"L",165,1.63795778896754
2018,"L",166,2.30577796761484
2018,"L",167,1.66964765479564
2018,"L",168,1.94643173854164
2018,"L",169,2.43156534915336
2018,"L",170,2.05394398273144
2018,"L",171,2.39922742880935
2018,"L",172,2.17305640275607
2018,"L",173,2.23915796337909
2018,"L",174,2.41627126257783
2018,"L",175,2.14771747118391
2018,"L",176,1.91688045261606
2018,"L",177,1.84527042860778
2018,"L",178,1.74559964406052
2018,"L",179,1.97274275188767
2018,"L",180,1.6434014469012
2018,"L",181,2.12769258664223
2018,"L",182,2.06554415856627
2018,"L",183,2.67439137626558
2018,"L",184,2.63965565421269
2018,"L",185,2.48282646136199
2018,"L",186,3.14896169826792
2018,"L",187,2.95143468181795
2018,"L",188,3.14669350746223
2018,"L",189,2.88695325748471
2018,"L",190,2.36844483930353
2018,"L",191,2.43299106908836
2018,"L",192,2.53590212621519
2018,"L",193,2.9252532793751
2018,"L",194,3.15155391633157
2018,"L",195,1.97002092292084
2018,"L",196,2.72707820840922
2018,"L",197,2.81164932273573
2018,"L",198,3.756577612387
2018,"L",199,3.12018807776143
2018,"L",200,3.26308409852002
2018,"L",201,3.35484861797316
2018,"L",202,4.12648713006956
2018,"L",203,3.92202593029933
2018,"L",204,3.54408053661946
2018,"L",205,3.23003331820851
2018,"L",206,4.17872032405206
2018,"L",207,3.54997783271426
2018,"L",208,3.90906483998109
2018,"L",209,2.96115549955663
2018,"L",210,3.94781850003263
2018,"L",211,2.78358856219675
2018,"L",212,2.62552806576581
2018,"L",213,3.97613848237798
2018,"L",214,4.29724949501237
2018,"L",215,4.60060381391077
2018,"L",216,3.50305868576223
2018,"L",217,3.22433043846849
2018,"L",218,5.58635953806449
2018,"L",219,3.56728088828911
2018,"L",220,3.27591557793508
2018,"L",221,2.9621275813305
2018,"L",222,2.00916341568192
2018,"L",223,1.96185543602035
2018,"L",224,1.7663373885697
2018,"L",225,2.1727971809497
2018,"L",226,1.7656245286022
2018,"L",227,1.70554987497716
2018,"L",228,3.26217682219775
2018,"L",229,1.83315180916023
2018,"L",230,2.27097744011037
2018,"L",231,2.65404246446594
2018,"L",232,NA
2018,"L",233,NA
2018,"L",234,NA
2019,"L",131,NA
2019,"L",132,NA
2019,"L",133,2.43456323234864
2019,"L",134,2.63491844882844
2019,"L",135,1.96871674135652
2019,"L",136,1.92865943984496
2019,"L",137,1.80869366207619
2019,"L",138,2.14344352993956
2019,"L",139,2.93682545198764
2019,"L",140,2.09204925630208
2019,"L",141,1.86963847586823
2019,"L",142,2.20954151287974
2019,"L",143,1.9987425402597
2019,"L",144,2.22452005787034
2019,"L",145,1.59686405562653
2019,"L",146,2.40975931151558
2019,"L",147,2.25695066904265
2019,"L",148,2.63904098414696
2019,"L",149,1.79014225314288
2019,"L",150,1.60118584681877
2019,"L",151,1.83968138588703
2019,"L",152,1.84483455503517
2019,"L",153,2.10001949125121
2019,"L",154,1.67752833002546
2019,"L",155,1.9415767171763
2019,"L",156,2.80614108239074
2019,"L",157,1.80560176058731
2019,"L",158,1.87286779520107
2019,"L",159,1.59548987718703
2019,"L",160,1.40083750123117
2019,"L",161,1.81632035241544
2019,"L",162,2.25365264078784
2019,"L",163,3.29837179942135
2019,"L",164,1.84297941414184
2019,"L",165,2.78257392215323
2019,"L",166,1.7179291761469
2019,"L",167,1.71380664082839
2019,"L",168,1.89444239670129
2019,"L",169,2.89484430066077
2019,"L",170,1.70700445755284
2019,"L",171,1.87355488442082
2019,"L",172,2.73488993030242
2019,"L",173,2.23207803928762
2019,"L",174,2.10950132248379
2019,"L",175,2.92280883190469
2019,"L",176,2.80724042514234
2019,"L",177,3.84673770570573
2019,"L",178,5.82266888386966
2019,"L",179,3.38645663739361
2019,"L",180,3.8153725
2019,"L",181,4.24428752825447
2019,"L",182,5.86293231214715
2019,"L",183,3.10928484614549
2019,"L",184,4.22724771560461
2019,"L",185,6.31290704216299
2019,"L",186,3.83952326889833
2019,"L",187,4.49328866149273
2019,"L",188,4.86651552566223
2019,"L",189,3.73226864169499
2019,"L",190,4.28729931341097
2019,"L",191,6.93705888938606
2019,"L",192,3.58392607915044
2019,"L",193,4.71253883151572
2019,"L",194,4.9301399874113
2019,"L",195,4.83387878772399
2019,"L",196,8.58895879151476
2019,"L",197,4.02991569169172
2019,"L",198,3.51033882371496
2019,"L",199,4.1403996382279
2019,"L",200,2.98176108695945
2019,"L",201,4.2552809557705
2019,"L",202,3.31307550872405
2019,"L",203,3.5432503973411
2019,"L",204,3.99940893033471
2019,"L",205,4.4412072986355
2019,"L",206,4.4117998800301
2019,"L",207,4.78104162672503
2019,"L",208,4.24992165985644
2019,"L",209,4.99733731310309
2019,"L",210,5.22071001844459
2019,"L",211,5.42477551671105
2019,"L",212,5.16100196524811
2019,"L",213,5.10610353658989
2019,"L",214,4.69824737574487
2019,"L",215,5.24688811771715
2019,"L",216,4.92917806250365
2019,"L",217,4.47865366111201
2019,"L",218,5.5178761059875
2019,"L",219,5.78226803774822
2019,"L",220,6.00268625944478
2019,"L",221,6.63762540741797
2019,"L",222,6.65122977396907
2019,"L",223,7.5438273793494
2019,"L",224,6.5187589724008
2019,"L",225,8.27956251586026
2019,"L",226,7.01889121545857
2019,"L",227,7.41170012239101
2019,"L",228,7.73284562370328
2019,"L",229,7.96315793016428
2019,"L",230,7.67004566901791
2019,"L",231,7.67870299318679
2019,"L",232,6.97278752881318
2019,"L",233,5.9196858816987
2019,"L",234,6.47004434672036
2019,"L",235,5.25685091140356
2019,"L",236,6.13062227216268
2019,"L",237,4.53190307564282
2019,"L",238,4.15668365273604
2019,"L",239,4.94601174838758
2019,"L",240,4.88644111303505
2019,"L",241,4.32653210785883
2019,"L",242,3.81849833877391
2019,"L",243,3.76957758632754
2019,"L",244,3.97371179351597
2019,"L",245,4.52200899087838
2019,"L",246,4.69522418317796
2019,"L",247,5.5128603546833
2019,"L",248,4.65365528538294
2011,"R",134,NA
2011,"R",135,NA
2011,"R",136,7.65637
2011,"R",137,5.40797
2011,"R",138,8.75014
2011,"R",139,7.58465
2011,"R",140,6.11853
2011,"R",141,8.26601
2011,"R",142,5.97387
2011,"R",143,7.06466
2011,"R",144,6.84949
2011,"R",145,4.86759
2011,"R",146,4.42934
2011,"R",147,3.53581
2011,"R",148,4.71442
2011,"R",149,4.24638
2011,"R",150,8.75014
2011,"R",151,5.06757
2011,"R",152,5.08034
2011,"R",153,3.7443
2011,"R",154,4.11022
2011,"R",155,2.51889
2011,"R",156,2.12745
2011,"R",157,2.55719
2011,"R",158,2.02958
2011,"R",159,1.73174
2011,"R",160,2.58272
2011,"R",161,2.72313
2011,"R",162,2.45082
2011,"R",163,2.22105
2011,"R",164,1.90194
2011,"R",165,2.42954
2011,"R",166,2.32742
2011,"R",167,3.80813
2011,"R",168,2.1785
2011,"R",169,1.99554
2011,"R",170,3.76132
2011,"R",171,3.28478
2011,"R",172,3.12734
2011,"R",173,3.13585
2011,"R",174,3.76983
2011,"R",175,2.79546
2011,"R",176,1.89768
2011,"R",177,1.63388
2011,"R",178,2.88907
2011,"R",179,3.0848
2011,"R",180,2.07213
2011,"R",181,2.79972
2011,"R",182,2.05937
2011,"R",183,1.66792
2011,"R",184,1.519
2011,"R",185,4.41232
2011,"R",186,1.84237
2011,"R",187,1.37413
2011,"R",188,2.92311
2011,"R",189,1.68919
2011,"R",190,2.54868
2011,"R",191,2.1785
2011,"R",192,2.02107
2011,"R",193,2.4338
2011,"R",194,2.267856446
2011,"R",195,3.055011123
2011,"R",196,1.893426114
2011,"R",197,1.829602761
2011,"R",198,1.833857652
2011,"R",199,2.655051449
2011,"R",200,1.757269629
2011,"R",201,2.79546
2011,"R",202,1.84237
2011,"R",203,1.70621
2011,"R",204,3.03374
2011,"R",205,2.23807
2011,"R",206,2.69335
2011,"R",207,2.42954
2011,"R",208,3.10181
2011,"R",209,2.56144
2011,"R",210,2.65931
2011,"R",211,2.88482
2011,"R",212,3.06778
2011,"R",213,3.81664
2011,"R",214,5.55263
2011,"R",215,5.02503
2011,"R",216,4.96971
2011,"R",217,4.58252
2011,"R",218,4.47614
2011,"R",219,5.02503
2011,"R",220,5.32712
2011,"R",221,5.83345
2011,"R",222,7.20811
2011,"R",223,6.93915
2011,"R",224,6.41916
2011,"R",225,6.50881
2011,"R",226,6.52674
2011,"R",227,6.11434
2011,"R",228,5.39095
2011,"R",229,4.44636
2011,"R",230,4.49316
2011,"R",231,4.40381
2011,"R",232,4.62507
2011,"R",233,4.59954
2011,"R",234,4.36977
2011,"R",235,3.91875
2011,"R",236,3.47625
2011,"R",237,3.04225
2011,"R",238,3.02097
2011,"R",239,2.63378
2011,"R",240,2.9614
2011,"R",241,2.47635
2011,"R",242,2.2168
2011,"R",243,2.82099
2011,"R",244,3.17415
2011,"R",245,3.39966
2011,"R",246,2.7444
2013,"R",137,NA
2013,"R",138,NA
2013,"R",139,NA
2013,"R",140,NA
2013,"R",141,NA
2013,"R",142,NA
2013,"R",143,NA
2013,"R",144,6.159116491
2013,"R",145,NA
2013,"R",146,NA
2013,"R",147,3.783278354
2013,"R",148,4.210543146
2013,"R",149,3.934892148
2013,"R",150,3.796434685
2013,"R",151,3.505616562
2013,"R",152,5.410756778
2013,"R",153,4.752423141
2013,"R",154,5.898230459
2013,"R",155,3.920414438
2013,"R",156,5.303552784
2013,"R",157,3.943452381
2013,"R",158,3.844980974
2013,"R",159,4.518079577
2013,"R",160,4.036638275
2013,"R",161,3.666824712
2013,"R",162,3.998605561
2013,"R",163,3.197333266
2013,"R",164,2.519523662
2013,"R",165,2.097084773
2013,"R",166,2.521994065
2013,"R",167,1.77731123
2013,"R",168,1.339647765
2013,"R",169,1.401695093
2013,"R",170,2.056524205
2013,"R",171,2.314365322
2013,"R",172,3.001539476
2013,"R",173,2.637126329
2013,"R",174,2.333554033
2013,"R",175,2.186134178
2013,"R",176,2.385547395
2013,"R",177,2.663209187
2013,"R",178,2.797759966
2013,"R",179,4.010785222
2013,"R",180,4.278048341
2013,"R",181,3.293966233
2013,"R",182,3.876521699
2013,"R",183,3.617818813
2013,"R",184,3.434549392
2013,"R",185,2.986487254
2013,"R",186,2.696760705
2013,"R",187,2.446330796
2013,"R",188,1.986261351
2013,"R",189,3.519289955
2013,"R",190,3.127989632
2013,"R",191,4.570762354
2013,"R",192,4.140912256
2013,"R",193,4.048243423
2013,"R",194,4.420240133
2013,"R",195,3.433285465
2013,"R",196,2.681651031
2013,"R",197,3.499469281
2013,"R",198,2.892554494
2013,"R",199,3.301894503
2013,"R",200,3.640052439
2013,"R",201,2.828438922
2013,"R",202,3.402951215
2013,"R",203,3.231746552
2013,"R",204,3.734100101
2013,"R",205,3.229276149
2013,"R",206,3.900651215
2013,"R",207,4.102477384
2013,"R",208,5.148606819
2013,"R",209,5.378067028
2013,"R",210,4.284770134
2013,"R",211,9.77159234
2013,"R",212,2.698369339
2013,"R",213,4.73926681
2013,"R",214,5.026925115
2013,"R",215,5.092821675
2013,"R",216,3.504065379
2013,"R",217,9.541844874
2013,"R",218,6.773442486
2013,"R",219,8.98973856
2013,"R",220,5.423396048
2013,"R",221,4.866348929
2013,"R",222,3.016649149
2013,"R",223,5.600460737
2013,"R",224,3.382900736
2013,"R",225,3.159645259
2013,"R",226,2.541814739
2013,"R",227,2.962587543
2013,"R",228,4.309646517
2013,"R",229,5.700885486
2013,"R",230,3.341995461
2013,"R",231,5.805906333
2013,"R",232,5.106092909
2013,"R",233,4.146312672
2013,"R",234,2.626670205
2013,"R",235,1.953916309
2013,"R",236,1.630925498
2013,"R",237,2.449375711
2013,"R",238,2.688257923
2013,"R",239,4.541462227
2013,"R",240,4.09156165
2013,"R",241,4.064617024
2013,"R",242,6.375937431
2013,"R",243,4.493030841
2013,"R",244,4.405934777
2013,"R",245,NA
2013,"R",246,NA
2013,"R",247,NA
2013,"R",248,NA
2013,"R",249,NA
2014,"R",136,NA
2014,"R",137,NA
2014,"R",138,NA
2014,"R",139,NA
2014,"R",140,NA
2014,"R",141,NA
2014,"R",142,NA
2014,"R",143,NA
2014,"R",144,NA
2014,"R",145,NA
2014,"R",146,2.50817704430986
2014,"R",147,2.86494917842574
2014,"R",148,2.98387322313104
2014,"R",149,0.771730873293373
2014,"R",150,1.47810522810523
2014,"R",151,1.28524145125708
2014,"R",152,1.32048778044872
2014,"R",153,1.93501485493673
2014,"R",154,2.32729184877622
2014,"R",155,2.71043409715285
2014,"R",156,8.00686292873793
2014,"R",157,4.89200090274309
2014,"R",158,4.52376724837662
2014,"R",159,5.17069681620463
2014,"R",160,6.81150392576174
2014,"R",161,2.57634292790543
2014,"R",162,6.6888742767649
2014,"R",163,6.27746602355977
2014,"R",164,5.10141191985875
2014,"R",165,7.44141314028381
2014,"R",166,8.72602100280672
2014,"R",167,8.83532317355847
2014,"R",168,7.94188979211845
2014,"R",169,6.70029145359091
