"lake","year","DOY","Chla","ZBgrav","LMinnCPE"
"Peter",2008,151,4.63526,0.088952,14.3
"Peter",2008,152,5.89621,0.098454,14.4
"Peter",2008,153,5.27078,0.100456,13.93
"Peter",2008,154,3.86355,0.083376,13.93
"Peter",2008,155,3.96947,0.1142375,12.17
"Peter",2008,156,3.58614,0.12109,11.07
"Peter",2008,157,3.75259,0.0971,9.3
"Peter",2008,158,4.83701,0.1149,10.43
"Peter",2008,159,4.90762,0.1113375,12.23
"Peter",2008,160,3.10698,0.1046375,23.33
"Peter",2008,161,3.60632,0.115525,21.5
"Peter",2008,162,3.99974,0.13575,22.5
"Peter",2008,163,4.52934,0.1424,16.83
"Peter",2008,164,4.48394,0.15217,10.57
"Peter",2008,165,4.74118,0.174755,15.5
"Peter",2008,166,3.84338,0.16547,11.33
"Peter",2008,167,3.75259,0.12204,16.13
"Peter",2008,168,5.91638,0.197325,14.3
"Peter",2008,169,5.1699,0.14992,9.87
"Peter",2008,170,3.9493,0.16401,8.1
"Peter",2008,171,4.44359,0.15975,13.07
"Peter",2008,172,4.78657,0.137065,21.13
"Peter",2008,173,4.62517,0.134635,17.8
"Peter",2008,174,5.21025,0.103755,14.13
"Peter",2008,175,4.9631,0.161495,11.23
"Peter",2008,176,5.99708,0.117405,13.9
"Peter",2008,177,5.24556,0.134045,14.27
"Peter",2008,178,6.24927,0.13604,15.3
"Peter",2008,179,6.13327,0.126595,17.03
"Peter",2008,180,6.21397,0.114115,12.13
"Peter",2008,181,7.92886,0.162485,12.1
"Peter",2008,182,6.46111,0.117545,11.3
"Peter",2008,183,6.43085,0.113665,11.77
"Peter",2008,184,6.69817,0.11779,17.4
"Peter",2008,185,6.43589,0.103845,10.07
"Peter",2008,186,5.86594,0.078425,12.97
"Peter",2008,187,5.61375,0.078585,13.73
"Peter",2008,188,6.23919,0.10034,13.07
"Peter",2008,189,7.59093,0.057705,14.53
"Peter",2008,190,8.33741,0.067965,17.5
"Peter",2008,191,7.47996,0.068275,10.37
"Peter",2008,192,6.3098,0.064285,12.6
"Peter",2008,193,8.25166,0.05716,11.5
"Peter",2008,194,6.62756,0.070165,10.4
"Peter",2008,195,6.64773,0.058955,7.77
"Peter",2008,196,7.07646,0.064985,6.6
"Peter",2008,197,6.28458,0.065435,9.4
"Peter",2008,198,5.19512,0.05468,10.83
"Peter",2008,199,5.07407,0.05547,11.13
"Peter",2008,200,6.21397,0.04481,9.53
"Peter",2008,201,6.17866,0.057995,7.9
"Peter",2008,202,7.80781,0.04282,8.7
"Peter",2008,203,6.73852,0.05102,8.33
"Peter",2008,204,6.09292,0.04921,6.9
"Peter",2008,205,6.91001,0.050785,7.1
"Peter",2008,206,6.36024,0.04498,6.83
"Peter",2008,207,6.69313,0.04277,6.8
"Peter",2008,208,7.95912,0.04393,6.37
"Peter",2008,209,6.79905,0.04604,5.8
"Peter",2008,210,7.17229,0.038705,6.7
"Peter",2008,211,7.64136,0.050305,8.43
"Peter",2008,212,8.53878,0.03308,6.1
"Peter",2008,213,6.78392,0.049985,6.43
"Peter",2008,214,6.82931,0.044235,6.87
"Peter",2008,215,6.85957,0.046345,5.73
"Peter",2008,216,7.79888,0.03612,5.9
"Peter",2008,217,7.93886,0.04757,5.63
"Peter",2008,218,8.23882,0.039025,7.07
"Peter",2008,219,8.13883,0.045275,6.37
"Peter",2008,220,8.15883,0.0408,6.33
"Peter",2008,221,7.15897,0.045605,5.57
"Peter",2008,222,7.21897,0.053095,5.87
"Peter",2008,223,7.15897,0.05609,3.93
"Peter",2008,224,10.17854,0.03881,4.57
"Peter",2008,225,6.73903,0.03824,5.47
"Peter",2008,226,7.85887,0.037425,5.5
"Peter",2008,227,6.09796,0.038545,4.1
"Peter",2008,228,6.21397,0.036645,4.07
"Peter",2008,229,6.20388,0.03526,4.33
"Peter",2008,230,6.794,0.02988,4.7
"Peter",2008,231,5.60871,0.03851,4.73
"Peter",2008,232,6.67295,0.03413,4.07
"Peter",2008,233,5.83064,0.02965,5.3
"Peter",2008,234,6.38546,0.025295,6.07
"Peter",2008,235,6.09796,0.029525,2.8
"Peter",2008,236,8.73875,0.02995,2.9
"Peter",2008,237,6.20388,0.01853,4.47
"Peter",2008,238,7.98939,0.025885,5.33
"Peter",2008,239,6.16857,0.028055,4.9
"Peter",2008,240,6.16353,0.033555,4.53
"Peter",2009,138,3.93578,0.1713,8.333
"Peter",2009,139,3.11203,0.177945,6.5
"Peter",2009,140,3.06454,0.12307,4.333
"Peter",2009,141,3.11707,0.13648,6.167
"Peter",2009,142,2.85686,0.1039,6.167
"Peter",2009,143,2.54712,0.113095,5.9
"Peter",2009,144,2.13252,0.074475,5.9
"Peter",2009,145,2.55217,0.1333,5.167
"Peter",2009,146,3.24689,0.075455,4.467
"Peter",2009,147,3.89886,0.100125,4
"Peter",2009,148,3.52562,0.112635,3.933
"Peter",2009,149,3.21795,0.129425,3.433
"Peter",2009,150,2.81949,0.128045,3.267
"Peter",2009,151,2.86992,0.101525,2.533
"Peter",2009,152,3.42474,0.091955,2.067
"Peter",2009,153,3.85347,0.119275,2.6
"Peter",2009,154,3.53571,0.13583,1.467
"Peter",2009,155,2.62782,0.106185,3.467
"Peter",2009,156,2.58747,0.084655,3.033
"Peter",2009,157,2.8094,0.109595,3.033
"Peter",2009,158,2.94558,0.112615,2.6
"Peter",2009,159,3.54075,0.08602,2.1
"Peter",2009,160,3.33395,0.107725,3.4
"Peter",2009,161,2.81949,0.120465,2.667
"Peter",2009,162,2.81949,0.099295,2.8
"Peter",2009,163,2.69339,0.081595,4.167
"Peter",2009,164,2.6026,0.09028,7.067
"Peter",2009,165,3.11203,0.13723,6.1
"Peter",2009,166,2.9708,0.10696,8.533
"Peter",2009,167,3.06159,0.105745,10.167
"Peter",2009,168,3.12716,0.130165,9
"Peter",2009,169,3.03133,0.11811,8.667
"Peter",2009,170,3.70215,0.106555,6.033
"Peter",2009,171,3.83329,0.13735,6.533
"Peter",2009,172,3.69711,0.11203,7.067
"Peter",2009,173,4.05017,0.08349,6.3
"Peter",2009,174,4.2368,0.07724,6.3
"Peter",2009,175,4.21158,0.09923,6.7
"Peter",2009,176,4.41333,0.10486,5.867
"Peter",2009,177,4.92275,0.11933,7.1
"Peter",2009,178,5.71967,0.09481,7.033
"Peter",2009,179,6.91901,0.1373,7
"Peter",2009,180,8.55877,0.09254,5.533
"Peter",2009,181,8.55877,0.08826,4.767
"Peter",2009,182,8.31881,0.07982,5.133
"Peter",2009,183,6.83902,0.07011,5.5
"Peter",2009,184,6.59905,0.05849,3.933
"Peter",2009,185,5.39687,0.06176,3.833
"Peter",2009,186,4.32254,0.07095,4.133
"Peter",2009,187,3.51049,0.065635,2.8
"Peter",2009,188,2.73374,0.06622,3.7
"Peter",2009,189,2.05283,0.05692,3.333
"Peter",2009,190,1.8309,0.06813,3.733
"Peter",2009,191,2.11335,0.04198,4.467
"Peter",2009,192,2.37059,0.06659,5.233
"Peter",2009,193,2.16884,0.04927,3.6
"Peter",2009,194,1.60261,0.05033,5.433
"Peter",2009,195,2.27476,0.06502,4.333
"Peter",2009,196,2.1184,0.05902,7.533
"Peter",2009,197,2.01752,0.09024,5.6
"Peter",2009,198,2.29493,0.06829,7.033
"Peter",2009,199,2.01752,0.07357,10.433
"Peter",2009,200,1.78046,0.066105,11.8
"Peter",2009,201,1.60676,0.071625,7.467
"Peter",2009,202,2.34537,0.07025,10.667
"Peter",2009,203,2.31511,0.05131,9.267
"Peter",2009,204,1.28832,0.049985,8.333
"Peter",2009,205,2.08309,0.08099,9.267
"Peter",2009,206,3.99469,0.061265,11.1
"Peter",2009,207,2.03265,0.059915,11.9
"Peter",2009,208,3.27847,0.052185,9.3
"Peter",2009,209,4.5142,0.05616,9.7
"Peter",2009,210,3.88373,0.04518,10.133
"Peter",2009,211,6.69313,0.059495,9.5
"Peter",2009,212,2.1991,0.03725,9.633
"Peter",2009,213,6.78896,0.043415,10.8
"Peter",2009,214,7.11681,0.05295,8.233
"Peter",2009,215,5.09424,0.03755,8.933
"Peter",2009,216,3.12211,0.06474,7.567
"Peter",2009,217,2.05787,0.05907,6.5
"Peter",2009,218,2.1184,0.04698,7.133
"Peter",2009,219,2.8094,0.04895,7
"Peter",2009,220,2.52695,0.06545,8.6
"Peter",2009,221,3.44996,0.04845,6.733
"Peter",2009,222,2.17388,0.0504,4.9
"Peter",2009,223,1.9923,0.07213,4.733
"Peter",2009,224,2.06796,0.05434,5.033
"Peter",2009,225,1.97717,0.05707,5.767
"Peter",2009,226,2.33024,0.03162,5.933
"Peter",2009,227,2.06292,0.08139,5.767
"Peter",2009,228,2.51181,0.08208,8
"Peter",2009,229,2.52695,0.06159,6.967
"Peter",2009,230,3.58614,0.05138,7.4
"Peter",2009,231,4.57473,0.06355,7.267
"Peter",2009,232,5.42713,0.05058,6.8
"Peter",2009,233,6.79905,0.07305,4.967
"Peter",2009,234,7.22777,0.05709,4.8
"Peter",2009,235,4.99337,0.07094,5.633
"Peter",2009,236,7.68171,0.06322,5.233
"Peter",2009,237,7.49005,0.05543,5.167
"Peter",2009,238,5.94665,0.05828,4.233
"Peter",2009,239,2.84975,0.0529,3.9
"Peter",2009,240,4.15609,0.03697,4.533
"Peter",2009,241,4.53438,0.02687,4.033
"Peter",2009,242,3.88877,0.0344,6.08
"Peter",2009,243,3.65676,0.04647,5.133
"Peter",2009,244,2.89514,0.052535,4.367
"Peter",2009,245,2.25458,0.05094,4.433
"Peter",2009,246,3.41466,0.03188,3.2
"Peter",2009,247,3.01115,0.03428,2.767
"Peter",2010,137,3.00233,0.15129,10.2
"Peter",2010,138,2.46711,0.13838,7.92
"Peter",2010,139,1.94718,0.14197,9.42
"Peter",2010,140,1.96757,0.14555,9.66
"Peter",2010,141,1.53147,0.12774,12.93
"Peter",2010,142,1.85513,0.14743,12.99
"Peter",2010,143,1.78975,0.20638,9.6
"Peter",2010,144,1.59792,0.24582,12.87
"Peter",2010,145,2.38046,0.17606,17.16
"Peter",2010,146,1.95738,0.15211,16.47
"Peter",2010,147,1.83504,0.21904,9.9
"Peter",2010,148,1.97777,0.16978,9.75
"Peter",2010,149,2.43653,0.17991,9.39
"Peter",2010,150,2.73217,0.21574,9.24
"Peter",2010,151,1.92673,0.20487,13.14
"Peter",2010,152,3.42925,0.20669,9.3
"Peter",2010,153,3.31274,0.25652,7.62
"Peter",2010,154,3.39379,0.21441,6.15
"Peter",2010,155,4.84755,0.24141,7.41
"Peter",2010,156,4.84248,0.23519,5.91
"Peter",2010,157,6.20506,0.22,4.86
"Peter",2010,158,6.17973,0.16989,3.18
"Peter",2010,159,7.06111,0.16563,4.5
"Peter",2010,160,8.11542,0.12998,3.96
"Peter",2010,161,8.2578,0.14318,3.48
"Peter",2010,162,10.19854,0.16239,3.87
"Peter",2010,163,11.23839,0.16072,3.93
"Peter",2010,164,11.49835,0.08447,2.79
"Peter",2010,165,12.51821,0.13511,2.79
"Peter",2010,166,12.85816,0.16987,3.48
"Peter",2010,167,13.49807,0.10682,2.85
"Peter",2010,168,13.05813,0.0992,3.54
"Peter",2010,169,12.15826,0.08077,5.37
"Peter",2010,170,12.45822,0.08092,6.03
"Peter",2010,171,12.19825,0.08204,7.62
"Peter",2010,172,10.85844,0.0613,6.84
"Peter",2010,173,11.47836,0.06804,9.63
"Peter",2010,174,10.07856,0.064,10.8
"Peter",2010,175,10.57848,0.05523,9.33
"Peter",2010,176,9.83859,0.0437,9.99
"Peter",2010,177,10.4785,0.05524,11.28
"Peter",2010,178,8.65876,0.03693,7.2
"Peter",2010,179,7.91887,0.03871,9.06
"Peter",2010,180,7.63891,0.03932,6.09
"Peter",2010,181,5.97691,0.02493,5.1
"Peter",2010,182,5.28086,0.04171,6.18
"Peter",2010,183,4.70587,0.03166,5.82
"Peter",2010,184,4.95806,0.0277,6.42
"Peter",2010,185,5.07911,0.02757,6.9
"Peter",2010,186,4.50916,0.02683,10.02
"Peter",2010,187,6.60234,0.01531,8.73
"Peter",2010,188,2.80436,0.02829,7.5
"Peter",2010,189,2.84975,0.02611,8.91
"Peter",2010,190,2.97584,0.02455,8.49
"Peter",2010,191,2.36554,0.02185,6.66
"Peter",2010,192,3.73746,0.02118,12.96
"Peter",2010,193,3.50544,0.02305,8.43
"Peter",2010,194,3.47518,0.01776,6.45
"Peter",2010,195,3.283516646,0.02764,8.07
"Peter",2010,196,3.495356429,0.02639,6.96
"Peter",2010,197,3.767721865,0.02503,4.62
"Peter",2010,198,3.439874581,0.01892,4.44
"Peter",2010,199,3.661801974,0.0308,5.28
"Peter",2010,200,3.803028496,0.02989,4.05
"Peter",2010,201,3.737459039,0.02826,4.05
"Peter",2010,202,3.42979,0.04239,4.71
"Peter",2010,203,4.11574,0.03938,3.51
"Peter",2010,204,4.08044,0.04304,4.74
"Peter",2010,205,3.63658,0.02701,2.4
"Peter",2010,206,2.4866,0.05003,1.47
"Peter",2010,207,2.83462,0.04452,1.92
"Peter",2010,208,3.42474,0.05725,4.35
"Peter",2010,209,3.76268,0.04872,3.42
"Peter",2010,210,2.51686,0.04613,2.7
"Peter",2010,211,3.19273,0.06105,2.43
"Peter",2010,212,3.49031,0.04491,2.94
"Peter",2010,213,3.43483,0.06827,1.59
"Peter",2010,214,6.75365,0.05734,1.8
"Peter",2010,215,3.00106,0.05056,2.1
"Peter",2010,216,3.84842,0.05062,1.86
"Peter",2010,217,3.96443,0.07209,1.71
"Peter",2010,218,3.99974,0.05943,1.32
"Peter",2010,219,3.54075,0.05052,2.31
"Peter",2010,220,3.73746,0.0591,2.67
"Peter",2010,221,2.92541,0.07404,1.08
"Peter",2010,222,2.46138,0.0583,0.81
"Peter",2010,223,4.46377,0.06663,1.41
"Peter",2010,224,2.74887,0.06549,0.81
"Peter",2010,225,4.14096,0.05651,1.74
"Peter",2010,226,3.67189,0.05692,0.51
"Peter",2010,227,5.28591,0.05321,1.95
"Peter",2010,228,4.36793,0.08026,1.59
"Peter",2010,229,3.96947,0.06044,1.86
"Peter",2010,230,4.66552,0.04928,2.19
"Peter",2010,231,2.37563,0.06514,2.25
"Peter",2010,232,4.3982,0.04678,3.3
"Peter",2010,233,4.02496,0.05443,0.78
"Peter",2010,234,3.53571,0.06269,0.78
"Peter",2010,235,3.16751,0.05921,0.87
"Peter",2010,236,4.89753,0.0727,1.05
"Peter",2010,237,4.97823,0.05841,1.32
"Peter",2010,238,3.6618,0.07816,1.05
"Peter",2010,239,4.18131,0.06295,0.66
"Peter",2010,240,4.1914,0.07682,0.96
"Peter",2010,241,4.25697,0.05859,0.81
"Peter",2010,242,3.98461,0.0441,0.66
"Peter",2010,243,5.26573,0.09289,0.42
"Peter",2010,244,5.55323,0.03891,0.3
"Peter",2010,245,5.70959,0.04597,0.93
"Peter",2010,246,7.22777,0.04524,1.05
"Peter",2011,136,7.65637,0.14631,0.56667
"Peter",2011,137,5.40797,0.19346,0.96667
"Peter",2011,138,8.75014,0.12548,0.63333
"Peter",2011,139,7.58465,0.17894,0.73333
"Peter",2011,140,6.11853,0.21533,0.23333
"Peter",2011,141,8.26601,0.17761,0.66667
"Peter",2011,142,5.97387,0.14204,0.76667
"Peter",2011,143,7.06466,0.12842,0.76667
"Peter",2011,144,6.84949,0.13845,1.2
"Peter",2011,145,4.86759,0.12919,0.7
"Peter",2011,146,4.42934,0.17285,0.66667
"Peter",2011,147,3.53581,0.17206,0.9
"Peter",2011,148,4.71442,0.06077,0.4
"Peter",2011,149,4.24638,0.13482,0.53333
"Peter",2011,150,8.75014,0.10253,1.16667
"Peter",2011,151,5.06757,0.08498,0.43333
"Peter",2011,152,5.08034,0.12807,0.33333
"Peter",2011,153,3.7443,0.11219,1.06667
"Peter",2011,154,4.11022,0.09259,1.16667
"Peter",2011,155,2.51889,0.12225,2.03333
"Peter",2011,156,2.12745,0.09003,5.33333
"Peter",2011,157,2.55719,0.10182,6.36667
"Peter",2011,158,2.02958,0.09281,6.5
"Peter",2011,159,1.73174,0.12563,6.1
"Peter",2011,160,2.58272,0.07601,2.16667
"Peter",2011,161,2.72313,0.0776,0.73333
"Peter",2011,162,2.45082,0.1224,0.56667
"Peter",2011,163,2.22105,0.08543,0.63333
"Peter",2011,164,1.90194,0.10472,0.3
"Peter",2011,165,2.42954,0.10333,0.9
"Peter",2011,166,2.32742,0.09736,1.36667
"Peter",2011,167,3.80813,0.07086,0.73333
"Peter",2011,168,2.1785,0.07805,0.4
"Peter",2011,169,1.99554,0.0937,0.56667
"Peter",2011,170,3.76132,0.08812,0.63333
"Peter",2011,171,3.28478,0.05905,0.66667
"Peter",2011,172,3.12734,0.0813,0.43333
"Peter",2011,173,3.13585,0.05505,0.16667
"Peter",2011,174,3.76983,0.05652,0.06667
"Peter",2011,175,2.79546,0.06071,0.46667
"Peter",2011,176,1.89768,0.07354,0.1
"Peter",2011,177,1.63388,0.09226,0.13333
"Peter",2011,178,2.88907,0.05149,0.5
"Peter",2011,179,3.0848,0.06742,0.43333
"Peter",2011,180,2.07213,0.05255,0.1
"Peter",2011,181,2.79972,0.08615,0.23333
"Peter",2011,182,2.05937,0.06296,0.13333
"Peter",2011,183,1.66792,0.07339,0.33333
"Peter",2011,184,1.519,0.08515,0.86667
"Peter",2011,185,4.41232,0.06484,0.1
"Peter",2011,186,1.84237,0.06416,0.33333
"Peter",2011,187,1.37413,0.07204,0.63333
"Peter",2011,188,2.92311,0.05267,0.5
"Peter",2011,189,1.68919,0.06333,0.26667
"Peter",2011,190,2.54868,0.07642,0.63333
"Peter",2011,191,2.1785,0.06408,0.3
"Peter",2011,192,2.02107,0.07035,0.6
"Peter",2011,193,2.4338,0.0536,0.3
"Peter",2011,194,2.267856446,0.06625,0.66667
"Peter",2011,195,3.055011123,0.04956,0.76667
"Peter",2011,196,1.893426114,0.07699,0.6
"Peter",2011,197,1.829602761,0.08182,0.23333
"Peter",2011,198,1.833857652,0.08419,0.33333
"Peter",2011,199,2.655051449,0.05669,0.5
"Peter",2011,200,1.757269629,0.04341,0.6
"Peter",2011,201,2.79546,0.0441,0.36667
"Peter",2011,202,1.84237,0.05057,0.5
"Peter",2011,203,1.70621,0.04411,0.73333
"Peter",2011,204,3.03374,0.04803,0.56667
"Peter",2011,205,2.23807,0.03149,0.6
"Peter",2011,206,2.69335,0.04511,0.36667
"Peter",2011,207,2.42954,0.04301,0.83333
"Peter",2011,208,3.10181,0.04105,0.36667
"Peter",2011,209,2.56144,0.04211,0.36667
"Peter",2011,210,2.65931,0.03343,0.36667
"Peter",2011,211,2.88482,0.03792,0.43333
"Peter",2011,212,3.06778,0.03202,0.46667
"Peter",2011,213,3.81664,0.02717,0.26667
"Peter",2011,214,5.55263,0.03511,0.7
"Peter",2011,215,5.02503,0.03168,0.33333
"Peter",2011,216,4.96971,0.02974,0.6
"Peter",2011,217,4.58252,0.03233,0.36667
"Peter",2011,218,4.47614,0.03237,0.26667
"Peter",2011,219,5.02503,0.03251,0.3
"Peter",2011,220,5.32712,0.02495,0.33333
"Peter",2011,221,5.83345,0.03691,0.36667
"Peter",2011,222,7.20811,0.03703,0.46667
"Peter",2011,223,6.93915,0.02926,0.23333
"Peter",2011,224,6.41916,0.02972,0.13333
"Peter",2011,225,6.50881,0.02945,0.1
"Peter",2011,226,6.52674,0.02771,0.13333
"Peter",2011,227,6.11434,0.03105,0.33333
"Peter",2011,228,5.39095,0.02636,0.1
"Peter",2011,229,4.44636,0.0284,0.53333
"Peter",2011,230,4.49316,0.02678,0.13333
"Peter",2011,231,4.40381,0.02373,0.3
"Peter",2011,232,4.62507,0.02644,0.36667
"Peter",2011,233,4.59954,0.02502,0.3
"Peter",2011,234,4.36977,0.03248,0.26667
"Peter",2011,235,3.91875,0.02536,0.13333
"Peter",2011,236,3.47625,0.0381,0.16667
"Peter",2011,237,3.04225,0.0362,0.36667
"Peter",2011,238,3.02097,0.03262,0.53333
"Peter",2011,239,2.63378,0.03826,0.3
"Peter",2011,240,2.9614,0.02573,0.16667
"Peter",2011,241,2.47635,0.04087,0.36667
"Peter",2011,242,2.2168,0.03027,0.3
"Peter",2011,243,2.82099,0.02982,0.16667
"Peter",2011,244,3.17415,0.03972,0.13333
"Peter",2011,245,3.39966,0.03448,0.23333
"Peter",2011,246,2.7444,0.02159,0.56667
