"lakeid","year4","daynum","sampledate","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","start.date.group","event_index","period"
"R",2015,222,2015-08-10,"Nauplii",4146.08363636364,0.160533333333333,0.848031956087474,0.143749885772727,58655.0849066394,408035.697498743,0.346027310703376,4.17955247994999,2014-08-15,10,"before"
"R",2014,139,2014-05-19,"Cyclopoid",95.0021148036254,0.456507929407598,1.08201468538185,0.247252532666667,1344.0049933494,5435.75824625148,0.00588157024862959,NA,2014-08-15,9,"before"
"R",2014,139,2014-05-19,"Nauplii",283.78836858006,0.185053074056615,0.905191780538996,0.143749885772727,4014.78414680011,27928.9553881636,0.025281060856406,NA,2014-08-15,9,"before"
"R",2013,231,2013-08-19,"Calanoid",29.3277440954297,0.984733333333333,3.44449233285152,0.168478539375,414.902706001936,2462.64424858554,0.00848255923279379,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Cyclopoid",4369.83387021902,0.424666666666667,0.902713256606369,0.247252532666667,61820.5031942884,250029.80769314,0.225705221951338,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Daphnia",687.369002236633,1.2328,19.4547818281994,0.17723005627381,9724.28217192037,54868.1322816766,1.0674475428608,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Holopedium gibberum",10.9979040357861,0.21625,7.29454604460843,0.157585475384615,155.588514750726,987.327762098532,0.00720210782174794,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Mesocyclops edax",45.8246001491089,0.864,5.55377633787651,0.231808059111111,648.285478128025,2796.64771196452,0.015531955888085,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Nauplii",2969.43408966225,0.142466666666667,0.803802119676672,0.143749885772727,42008.8989826959,292236.051227987,0.234899957422996,5.805906333,2014-08-15,8,"before"
"R",2013,189,2013-07-08,"Calanoid",140.928425290391,0.712466666666667,1.76320673986376,0.168478539375,1993.7293784109,11833.7290067149,0.020865310742361,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Cyclopoid",687.193845225524,0.3802,0.751856907882875,0.247252532666667,9721.80420710836,39319.3311399354,0.0295625107308947,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Daphnia",177.167163222205,0.979625,8.53824428249533,0.17723005627381,2506.40264714512,14142.0857152631,0.120748582500904,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Mesocyclops edax",18.7904567053854,0.954615384615385,5.82767225921275,0.231808059111111,265.830583788119,1146.77024089443,0.00668300112055118,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Nauplii",569.082403077387,0.184066666666667,0.899949427631783,0.143749885772727,8050.86910901161,56006.0904795449,0.0504026490709603,3.519289955,2014-08-15,7,"before"
"R",2011,227,2011-08-15,"Calanoid",31.7846241,0.819972813,2.21189829,0.168478539375,449.660447985136,2668.9479244848,0.00590344135026697,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Cyclopoid",1317.296021,0.528518021,1.536807337,0.247252532666667,18635.926511772,75372.0348616045,0.115832296179934,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Daphnia",74.16412354,1.127123237,9.679386616,0.17723005627381,1049.20772101947,5920.03265743202,0.0573022848706304,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Holopedium gibberum",95.35387421,0.163443729,2.049705305,0.157585475384615,1348.98137097638,8560.31539508291,0.0175461238777746,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Mesocyclops edax",35.31624985,0.940495193,4.123771653,0.231808059111111,499.622732008525,2155.32943041054,0.00888808640800364,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Nauplii",766.3626099,0.178730354,0.895959275,0.143749885772727,10841.8131170125,75421.3685717549,0.0675744747050573,6.11434,2014-08-15,6,"before"
"R",2011,213,2011-08-01,"Calanoid",73.60180664,0.84932971,2.395205634,0.168478539375,1041.25256419999,6180.32758393262,0.014803155449001,3.81664,2014-08-15,5,"before"
"R",2011,213,2011-08-01,"Cyclopoid",3726.091553,0.441154987,0.968922565,0.247252532666667,52713.4123620362,213196.652804773,0.206571047685015,3.81664,2014-08-15,5,"before"
"R",2011,213,2011-08-01,"Daphnia",138.0033875,0.863123178,4.683856489,0.17723005627381,1952.34855858234,11015.8998966071,0.0515968942128978,3.81664,2014-08-15,5,"before"
"R",2011,213,2011-08-01,"Holopedium gibberum",55.2013588,0.293609351,13.28105553,0.157585475384615,780.939477191937,4955.65644794303,0.065816348472734,3.81664,2014-08-15,5,"before"
"R",2011,213,2011-08-01,"Mesocyclops edax",165.6040649,0.82257247,2.423409501,0.231808059111111,2342.81826888409,10106.7162111095,0.0244927120899134,3.81664,2014-08-15,5,"before"
"R",2011,213,2011-08-01,"Nauplii",2171.253418,0.182636946,0.905091176,0.143749885772727,30716.9523715443,213683.316730482,0.193402884431172,3.81664,2014-08-15,5,"before"
"R",2011,192,2011-07-11,"Calanoid",54.04953003,0.804601431,2.119156617,0.168478539375,764.644433428297,4538.52719916065,0.00961784994553578,2.02107,2014-08-15,4,"before"
"R",2011,192,2011-07-11,"Cyclopoid",7368.752441,0.372845024,0.630608232,0.247252532666667,104246.522258277,421619.633716016,0.265876811794145,2.02107,2014-08-15,4,"before"
"R",2011,192,2011-07-11,"Daphnia",864.7924805,0.800659418,3.818244028,0.17723005627381,12234.3109351357,69030.677935544,0.263575973776182,2.02107,2014-08-15,4,"before"
"R",2011,192,2011-07-11,"Holopedium gibberum",126.1155624,0.207124665,4.363411494,0.157585475384615,1784.17023615772,11321.9205755044,0.0494021983733111,2.02107,2014-08-15,4,"before"
"R",2011,192,2011-07-11,"Mesocyclops edax",234.2146301,0.95024246,4.295984696,0.231808059111111,3313.45921109821,14293.9776287501,0.0614067091380768,2.02107,2014-08-15,4,"before"
"R",2011,192,2011-07-11,"Nauplii",5224.787598,0.191201702,0.924755435,0.143749885772727,73915.6242512827,514196.055558232,0.475505597033037,2.02107,2014-08-15,4,"before"
"R",2010,214,2010-08-02,"Bosmina longirostris",105.8646469,0.284266174,0.625007743,0.173873146,1497.67838691672,8613.62678119783,0.00538358343356081,6.75365,2014-08-15,3,"before"
"R",2010,214,2010-08-02,"Calanoid",123.5087585,0.699255943,1.542485071,0.168478539375,1747.29150492606,10371.0034014298,0.0159971179179958,6.75365,2014-08-15,3,"before"
"R",2010,214,2010-08-02,"Cyclopoid",2287.852783,0.43465066,0.932867689,0.247252532666667,32366.4959538666,130904.608356435,0.122116679476917,6.75365,2014-08-15,3,"before"
"R",2010,214,2010-08-02,"Daphnia",752.8153076,0.952493191,6.123361971,0.17723005627381,10650.1579946476,60092.2790330427,0.367966776181654,6.75365,2014-08-15,3,"before"
"R",2010,214,2010-08-02,"Holopedium gibberum",70.57643127,0.160500318,1.934259669,0.157585475384615,998.452257991637,6335.94089528071,0.0122553549389092,6.75365,2014-08-15,3,"before"
"R",2010,214,2010-08-02,"Mesocyclops edax",129.3901215,1.172930121,9.90575421,0.231808059111111,1830.49577102097,7896.60108470849,0.0782217894395417,6.75365,2014-08-15,3,"before"
"R",2010,214,2010-08-02,"Nauplii",4469.84082,0.152468815,0.831608963,0.143749885772727,63235.3121188383,439898.172989265,0.365823263465197,6.75365,2014-08-15,3,"before"
"R",2010,137,2010-05-17,"Bosmina longirostris",2479.780762,0.381006777,1.311124977,0.173873146,35081.7214272433,201766.185488145,0.264540685307522,3.00233,2014-08-15,2,"before"
"R",2010,137,2010-05-17,"Calanoid",190.7523651,0.986288369,3.359695547,0.168478539375,2698.59393885644,16017.4343205214,0.0538137027610207,3.00233,2014-08-15,2,"before"
"R",2010,137,2010-05-17,"Cyclopoid",24381.61914,0.529813826,1.546445106,0.247252532666667,344929.351707997,1395048.81097826,2.15736640636845,3.00233,2014-08-15,2,"before"
"R",2010,137,2010-05-17,"Daphnia",867.0561523,0.815171778,4.009435849,0.17723005627381,12266.3353401586,69211.3719199404,0.277498555734281,3.00233,2014-08-15,2,"before"
"R",2010,137,2010-05-17,"Mesocyclops edax",277.4579773,1.515314817,27.36850576,0.231808059111111,3925.22743000657,16933.0930298895,0.463433454123146,3.00233,2014-08-15,2,"before"
"R",2010,137,2010-05-17,"Nauplii",13994.28613,0.198300526,0.940702185,0.143749885772727,197978.65001172,1377243.87708196,1.29557632444887,3.00233,2014-08-15,2,"before"
"R",2009,166,2009-06-15,"Bosmina longirostris",11183.23145,0.293476582,0.677506094,0.173873146,158210.361334066,909918.322488201,0.616475208528014,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Calanoid",40.5823288,0.853354335,2.420971919,0.168478539375,574.122509395608,3407.68926134695,0.00824992001039883,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Cyclopoid",24367.17969,0.434526801,0.932189173,0.247252532666667,344725.075277506,1394222.6255868,1.29967923632365,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Daphnia",2276.217773,0.743754029,3.124448724,0.17723005627381,32201.8942334734,181695.446644352,0.567698106424554,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Epischura lacustris",60.87349319,1.333365083,6.647850028,0.092263018,861.18376395194,9334.00817163753,0.0620510864851728,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Holopedium gibberum",1356.251953,0.182247505,2.901062864,0.157585475384615,19187.0402131544,121756.400241361,0.353222971194533,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Mesocyclops edax",129.6781006,1.150859952,9.186559452,0.231808059111111,1834.56984188961,7914.17627551186,0.0727040508685976,2.9708,2014-08-15,1,"before"
"R",2009,166,2009-06-15,"Nauplii",14146.80078,0.150493503,0.826538495,0.143749885772727,200136.290939847,1392253.56503078,1.15075116629893,2.9708,2014-08-15,1,"before"
"T",2015,210,2015-07-29,"Bosmina longirostris",6094.25081433225,0.230866666666667,0.386925503570567,0.0827637966666667,86216.012581581,1041711.66686345,0.403064811276475,6.43122606402939,2014-08-15,33,"during"
"T",2015,210,2015-07-29,"Cyclopoid",2395.05293159609,0.3464375,0.582959321992296,0.1414484125,33883.0678249114,239543.641572586,0.139644198878721,6.43122606402939,2014-08-15,33,"during"
"T",2015,210,2015-07-29,"Daphnia",6.18078175895765,0.9485,6.8393258408611,0.14,87.4401750320293,624.572678800209,0.00427165606161411,6.43122606402939,2014-08-15,33,"during"
"T",2015,210,2015-07-29,"Diaphanosoma birgei",506.824104234528,0.455235294117647,0.531890331340808,0.0986319874,7170.09435262641,72695.426115143,0.0386659942833446,6.43122606402939,2014-08-15,33,"during"
"T",2015,210,2015-07-29,"Mesocyclops edax",12.3615635179153,1.14925,11.0622393311256,0.182725419,174.880350064059,957.06635136548,0.0105872970345721,6.43122606402939,2014-08-15,33,"during"
"T",2015,210,2015-07-29,"Nauplii",1149.62540716612,0.146882352941176,0.810652228188741,0.11984711325,16263.8725559574,135705.167316222,0.110009696261621,6.43122606402939,2014-08-15,33,"during"
"T",2014,148,2014-05-28,"Chydorus",2.38203921101245,0.272,0.594092510369676,0.163902146712121,33.6989613396755,205.604148668441,0.000122147884824854,6.04375442266067,2014-08-15,32,"during"
"T",2014,148,2014-05-28,"Cyclopoid",252.49615636732,0.391133333333333,0.757319221758809,0.1414484125,3572.08990200561,25253.6584813606,0.0191250809876667,6.04375442266067,2014-08-15,32,"during"
"T",2014,148,2014-05-28,"Diaphanosoma birgei",2.38203921101245,0.387,0.281331826452513,0.0986319874,33.6989613396755,341.663614695404,9.61208487546256e-05,6.04375442266067,2014-08-15,32,"during"
"T",2014,148,2014-05-28,"Mesocyclops edax",1.19101960550623,0.941,4.13256149272335,0.182725419,16.8494806698378,92.2120237132297,0.000381071858363386,6.04375442266067,2014-08-15,32,"during"
"T",2014,148,2014-05-28,"Nauplii",634.813449734819,0.172666666666667,0.875240017790931,0.11984711325,8980.77319702354,74935.2483633855,0.0655863281107374,6.04375442266067,2014-08-15,32,"during"
"T",2013,240,2013-08-28,"Bosmina longirostris",58.2803811173668,0.2195,0.33511256219775,0.0827637966666667,824.498732454088,9962.06995885867,0.00333841478870636,10.08901038,2014-08-15,31,"during"
"T",2013,240,2013-08-28,"Cyclopoid",883.407882200087,0.385052631578947,0.83988569291924,0.1414484125,12497.6649971988,88354.9329137845,0.0742080440531268,10.08901038,2014-08-15,31,"during"
"T",2013,240,2013-08-28,"Mesocyclops edax",61.3477695972282,0.695,1.39105667308021,0.182725419,867.89340258325,4749.71357205234,0.00660712075962304,10.08901038,2014-08-15,31,"during"
"T",2013,240,2013-08-28,"Nauplii",1762.21468168038,0.170125,0.872118188193129,0.11984711325,24930.2379892039,208017.008613296,0.181415416665182,10.08901038,2014-08-15,31,"during"
"T",2013,198,2013-07-17,"Bosmina longirostris",1654.20884011371,0.2049375,0.279732839771709,0.0827637966666667,23402.2678942585,282759.719065471,0.0790971791872349,5.54823757,2014-08-15,30,"during"
"T",2013,198,2013-07-17,"Cyclopoid",532.411633813319,0.4081875,0.91610691369978,0.1414484125,7532.08384720194,53249.6880953114,0.0487824074164716,5.54823757,2014-08-15,30,"during"
"T",2013,198,2013-07-17,"Diaphanosoma birgei",184.674146045948,0.435705882352941,0.472517822294187,0.0986319874,2612.60472928775,26488.4121080557,0.0125162468053294,5.54823757,2014-08-15,30,"during"
"T",2013,198,2013-07-17,"Nauplii",561.880912437672,0.145058823529412,0.802048079880647,0.11984711325,7948.98885719466,66326.076962848,0.0531967026740682,5.54823757,2014-08-15,30,"during"
"L",2019,218,2019-08-06,"Cyclopoid",381.813778256189,0.426248666666667,0.24454622589601,0.221882997777778,5401.56001333914,24344.1816968281,0.00595327775648604,5.5178761059875,2014-08-15,28,"during"
"L",2019,218,2019-08-06,"Calanoid",13.8213132400431,0.769916923076923,0.693057025945733,0.119340016222222,195.531584193272,1638.44107268407,0.00113553309702176,5.5178761059875,2014-08-15,28,"during"
"L",2019,218,2019-08-06,"Mesocyclops edax",62.1959095801937,1.27100333333333,4.35068572290736,0.169252581333333,879.892128869725,5198.69252178098,0.0226178773322978,5.5178761059875,2014-08-15,28,"during"
"L",2019,218,2019-08-06,"Holopedium gibberum",38.0086114101184,0.288642,0.144190006861449,0.181128487363636,537.711856531498,2968.67634880636,0.000428053463103812,5.5178761059875,2014-08-15,28,"during"
"L",2019,218,2019-08-06,"Daphnia",148.579117330463,1.210892,4.17678954755366,0.1437983365,2101.96453007768,14617.4467746897,0.0610539989004461,5.5178761059875,2014-08-15,28,"during"
"L",2019,218,2019-08-06,"Nauplii",834.461786867599,0.16268,0.296394247926818,0.184969965304348,11805.2193956688,63822.3582744615,0.0189165798816749,5.5178761059875,2014-08-15,28,"during"
"L",2019,197,2019-07-16,"Cyclopoid",226.419006479482,0.417706,0.260880650192707,0.221882997777778,3203.17369699248,14436.3188215104,0.00376615624054484,4.02991569169172,2014-08-15,27,"during"
"L",2019,197,2019-07-16,"Calanoid",19.5939524838013,0.893568,1.16657977276848,0.119340016222222,277.197723778195,2322.75587479415,0.00270968002061401,4.02991569169172,2014-08-15,27,"during"
"L",2019,197,2019-07-16,"Mesocyclops edax",28.3023758099352,1.255674,4.33947377457325,0.169252581333333,400.39671212406,2365.67566042318,0.0102657874875526,4.02991569169172,2014-08-15,27,"during"
"L",2019,197,2019-07-16,"Holopedium gibberum",156.75161987041,0.298621333333333,0.149641918375778,0.181128487363636,2217.58179022556,12243.1419955135,0.00183208725515569,4.02991569169172,2014-08-15,27,"during"
"L",2019,197,2019-07-16,"Daphnia",97.9697624190065,1.059534,3.12980555515057,0.1437983365,1385.98861889098,9638.41900139767,0.0301663773334432,4.02991569169172,2014-08-15,27,"during"
"L",2019,197,2019-07-16,"Nauplii",888.259179265659,0.170436666666667,0.303069492878807,0.184969965304348,12566.2968112782,67936.9582548264,0.0205896194860189,4.02991569169172,2014-08-15,27,"during"
"L",2018,226,2018-08-14,"Cyclopoid",728.735421166307,0.392199333333333,0.194133194420673,0.221882997777778,10309.4972875353,46463.6650432339,0.00902013971933516,1.7656245286022,2014-08-15,26,"during"
"L",2018,226,2018-08-14,"Calanoid",5.49298056155508,0.874714285714286,0.922457726357892,0.119340016222222,77.7097785492609,651.162795256859,0.000600670151601492,1.7656245286022,2014-08-15,26,"during"
"L",2018,226,2018-08-14,"Mesocyclops edax",18.3099352051836,1.2474675,4.44595482766613,0.169252581333333,259.032595164203,1530.44989401995,0.00680431109481913,1.7656245286022,2014-08-15,26,"during"
"L",2018,226,2018-08-14,"Holopedium gibberum",76.9017278617711,0.220127333333333,0.0648761816976953,0.181128487363636,1087.93689968965,6006.43728396791,0.000389674716590513,1.7656245286022,2014-08-15,26,"during"
"L",2018,226,2018-08-14,"Daphnia",65.9157667386609,0.90092,1.67891269675567,0.1437983365,932.517342591131,6484.89659399593,0.0108875752288074,1.7656245286022,2014-08-15,26,"during"
"L",2018,226,2018-08-14,"Nauplii",1440.99190064795,0.168599333333333,0.300939236454322,0.184969965304348,20385.8652394228,110211.759005739,0.033167042603475,1.7656245286022,2014-08-15,26,"during"
"L",2018,184,2018-07-03,"Cyclopoid",269.376795580111,0.417854,0.236668877323476,0.221882997777778,3810.90209518486,17175.2776614348,0.00406485368185075,2.63965565421269,2014-08-15,25,"during"
"L",2018,184,2018-07-03,"Calanoid",91.982320441989,0.780868,0.780163569795672,0.119340016222222,1301.28364225824,10904.0008829489,0.00850690425389657,2.63965565421269,2014-08-15,25,"during"
"L",2018,184,2018-07-03,"Mesocyclops edax",50.3712707182321,1.27947733333333,4.43095802778405,0.169252581333333,712.607708855705,4210.32106714087,0.0186557559319961,2.63965565421269,2014-08-15,25,"during"
"L",2018,184,2018-07-03,"Holopedium gibberum",273.756906077348,0.254016,0.0906275413205605,0.181128487363636,3872.86798291144,21381.8822167725,0.00193778741411191,2.63965565421269,2014-08-15,25,"during"
"L",2018,184,2018-07-03,"Daphnia",111.692817679558,1.00455533333333,2.19365445632653,0.1437983365,1580.13013702787,10988.5147178171,0.0241050042791491,2.63965565421269,2014-08-15,25,"during"
"L",2018,184,2018-07-03,"Nauplii",882.592265193371,0.166881333333333,0.299586912671119,0.184969965304348,12486.1263769065,67503.5341892502,0.0202231754021468,2.63965565421269,2014-08-15,25,"during"
"L",2018,149,2018-05-29,"Cyclopoid",165.147058823529,0.420916666666667,0.234131458954369,0.221882997777778,2336.35295545357,10529.6619337796,0.0024653251108521,2.04726902121755,2014-08-15,24,"during"
"L",2018,149,2018-05-29,"Calanoid",82.5735294117647,0.770947333333333,0.707824002298185,0.119340016222222,1168.17647772679,9788.64017876062,0.00692863446838717,2.04726902121755,2014-08-15,24,"during"
"L",2018,149,2018-05-29,"Mesocyclops edax",17.6156862745098,1.16787,3.88537441884268,0.169252581333333,249.210981915048,1472.42056783903,0.00572090520805958,2.04726902121755,2014-08-15,24,"during"
"L",2018,149,2018-05-29,"Holopedium gibberum",962.256862745098,0.184576666666667,0.0343931067838456,0.181128487363636,13613.1498871095,75157.4204878085,0.00258489718843558,2.04726902121755,2014-08-15,24,"during"
"L",2018,149,2018-05-29,"Daphnia",62.7558823529412,0.822774666666667,1.26929373834475,0.1437983365,887.814123072358,6174.02220833311,0.00783664772943865,2.04726902121755,2014-08-15,24,"during"
"L",2018,149,2018-05-29,"Nauplii",798.210784313725,0.183126666666667,0.313889048941513,0.184969965304348,11292.3726180256,61049.7634004809,0.0191628521718813,2.04726902121755,2014-08-15,24,"during"
"L",2015,230,2015-08-18,"Calanoid",107.221786794264,0.749066666666667,1.8866345950705,0.119340016222222,1516.8779889291,12710.5562488322,0.0239801751416364,2.39041949967021,2014-08-15,23,"during"
"L",2015,230,2015-08-18,"Cyclopoid",2323.7549310412,0.3936,0.789314699367259,0.221882997777778,32874.4074497221,148161.002776097,0.116945657364167,2.39041949967021,2014-08-15,23,"during"
"L",2015,230,2015-08-18,"Daphnia",497.28725254581,0.942466666666667,7.26027114899621,0.1437983365,7035.17550037808,48923.9004540089,0.355200782962604,2.39041949967021,2014-08-15,23,"during"
"L",2015,230,2015-08-18,"Holopedium gibberum",188.562452638188,0.256333333333333,14.3511998862089,0.181128487363636,2667.61301501325,14727.7386005974,0.211360720529008,2.39041949967021,2014-08-15,23,"during"
"L",2015,230,2015-08-18,"Mesocyclops edax",79.4920143474715,1.03966666666667,8.23082992969876,0.169252581333333,1124.58195730951,6644.40062568208,0.0546889315347732,2.39041949967021,2014-08-15,23,"during"
"L",2015,230,2015-08-18,"Nauplii",2266.44673465116,0.159733333333333,0.844408597471068,0.184969965304348,32063.6623177082,173345.2361574,0.146374207741961,2.39041949967021,2014-08-15,23,"during"
"L",2013,239,2013-08-27,"Calanoid",32.6195163884421,0.608466666666667,1.34220403213521,0.119340016222222,461.471757732236,3866.86521705286,0.00519012208605175,2.289144233,2014-08-15,21,"during"
"L",2013,239,2013-08-27,"Cyclopoid",538.874410737064,0.3686,0.695225684906796,0.221882997777778,7623.51343773654,34358.2586952954,0.0238867439336416,2.289144233,2014-08-15,21,"during"
"L",2013,239,2013-08-27,"Daphnia",93.9442071987133,1.1058,12.7211082525295,0.1437983365,1329.03866226884,9242.37856026129,0.117573298175942,2.289144233,2014-08-15,21,"during"
"L",2013,239,2013-08-27,"Holopedium gibberum",41.7529809772059,0.2558,12.1635784131304,0.181128487363636,590.683849897262,3261.13168886237,0.0396670310130218,2.289144233,2014-08-15,21,"during"
"L",2013,239,2013-08-27,"Nauplii",630.209056624702,0.131823529411765,0.771823524753829,0.184969965304348,8915.6343593868,48200.4434866877,0.037202236186593,2.289144233,2014-08-15,21,"during"
"L",2013,197,2013-07-16,"Calanoid",118.522290227865,0.823333333333333,2.38155182979342,0.119340016222222,1676.74740945217,14050.1691094956,0.0334612059516263,1.453286297,2014-08-15,20,"during"
"L",2013,197,2013-07-16,"Cyclopoid",451.77908275092,0.536333333333333,1.89223115214797,0.221882997777778,6391.36659602945,28805.120987371,0.0545059472736946,1.453286297,2014-08-15,20,"during"
"L",2013,197,2013-07-16,"Daphnia",200.790703444853,0.996733333333333,10.7118912091356,0.1437983365,2840.60737601309,19754.1045686094,0.211603819072833,1.453286297,2014-08-15,20,"during"
"L",2013,197,2013-07-16,"Holopedium gibberum",96.2122120673256,0.307133333333333,18.6541988429293,0.181128487363636,1361.12436767294,7514.68964095264,0.140180514805232,1.453286297,2014-08-15,20,"during"
"L",2013,197,2013-07-16,"Mesocyclops edax",73.9021339067863,1.03853333333333,8.88032315564051,0.169252581333333,1045.50132589371,6177.16620720042,0.0548552321060419,1.453286297,2014-08-15,20,"during"
"L",2013,197,2013-07-16,"Nauplii",1345.57658905752,0.185722222222222,0.908796009243312,0.184969965304348,19036.0147073099,102914.084867715,0.0935279096227066,1.453286297,2014-08-15,20,"during"
"L",2011,200,2011-07-19,"Calanoid",35.68638611,0.793949246,2.056185821,0.119340016222222,504.859088932663,4230.42584469377,0.00869854163865128,2.06362,2014-08-15,19,"during"
"L",2011,200,2011-07-19,"Cyclopoid",674.7971802,0.393664539,0.724444614,0.221882997777778,9546.42727229355,43024.6002077842,0.0311689398900325,2.06362,2014-08-15,19,"during"
"L",2011,200,2011-07-19,"Daphnia",158.9666443,1.057188392,8.131676808,0.1437983365,2248.9179757401,15639.3879823505,0.127174448547394,2.06362,2014-08-15,19,"during"
"L",2011,200,2011-07-19,"Holopedium gibberum",243.3162842,0.306968153,15.30644581,0.181128487363636,3442.22127690511,19004.3064291397,0.290888386514262,2.06362,2014-08-15,19,"during"
"L",2011,200,2011-07-19,"Mesocyclops edax",71.37277222,1.032541752,5.973118658,0.169252581333333,1009.71817786533,5965.74758216977,0.0356341181919766,2.06362,2014-08-15,19,"during"
"L",2011,200,2011-07-19,"Nauplii",1297.68689,0.158050954,0.84575215,0.184969965304348,18358.5140559154,99251.3245364376,0.0839420211170399,2.06362,2014-08-15,19,"during"
"L",2010,222,2010-08-10,"Calanoid",99.12808228,0.832772315,2.290818331,0.119340016222222,1402.3754928073,11751.0918566991,0.0269196166345912,2.84471,2014-08-15,18,"during"
"L",2010,222,2010-08-10,"Cyclopoid",1456.420288,0.33022657,0.462567193,0.221882997777778,20604.1322715131,92860.3474708264,0.0429541502705848,2.84471,2014-08-15,18,"during"
"L",2010,222,2010-08-10,"Daphnia",45.75142288,1.402956963,17.55683585,0.1437983365,647.250231541301,4501.09679496397,0.0790250175741436,2.84471,2014-08-15,18,"during"
"L",2010,222,2010-08-10,"Holopedium gibberum",53.37665939,0.155406162,1.745140257,0.181128487363636,755.125261124527,4169.00329768959,0.00727549548636386,2.84471,2014-08-15,18,"during"
